"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Transcript Product Description","Is Pseudo"
"PY17X_1109800","PY17X_1109800.1","P. yoelii yoelii 17X","Py17X_11_v3:499,363..503,754(+)","structural maintenance of chromosomes protein 4, putative","4392","structural maintenance of chromosomes protein 4, putative","No"
"PY17X_1109900","PY17X_1109900.1","P. yoelii yoelii 17X","Py17X_11_v3:504,460..506,092(+)","leucine-rich repeat protein","1089","leucine-rich repeat protein","No"
"PY17X_1110000","PY17X_1110000.1","P. yoelii yoelii 17X","Py17X_11_v3:506,548..507,258(-)","conserved Plasmodium protein, unknown function","441","conserved Plasmodium protein, unknown function","No"
"PY17X_1110100","PY17X_1110100.1","P. yoelii yoelii 17X","Py17X_11_v3:508,237..516,353(-)","RNA polymerase I, putative","7785","RNA polymerase I, putative","No"
"PY17X_1110200","PY17X_1110200.1","P. yoelii yoelii 17X","Py17X_11_v3:518,999..520,012(+)","ERCC4 domain-containing protein, putative","1014","ERCC4 domain-containing protein, putative","No"
"PY17X_1110300","PY17X_1110300.1","P. yoelii yoelii 17X","Py17X_11_v3:520,956..523,068(+)","asparagine--tRNA ligase, putative","1962","asparagine--tRNA ligase, putative","No"
"PY17X_1110400","PY17X_1110400.1","P. yoelii yoelii 17X","Py17X_11_v3:523,381..525,460(-)","conserved Plasmodium protein, unknown function","1113","conserved Plasmodium protein, unknown function","No"
"PY17X_1110500","PY17X_1110500.1","P. yoelii yoelii 17X","Py17X_11_v3:527,346..532,728(+)","phosphatidylinositol 4-kinase, putative","4929","phosphatidylinositol 4-kinase, putative","No"
"PY17X_1110600","PY17X_1110600.1","P. yoelii yoelii 17X","Py17X_11_v3:533,559..534,503(+)","conserved protein, unknown function","945","conserved protein, unknown function","No"
"PY17X_1110700","PY17X_1110700.1","P. yoelii yoelii 17X","Py17X_11_v3:535,125..538,382(+)","conserved Plasmodium protein, unknown function","2118","conserved Plasmodium protein, unknown function","No"
"PY17X_1110800","PY17X_1110800.1","P. yoelii yoelii 17X","Py17X_11_v3:539,461..545,361(-)","conserved protein, unknown function","5901","conserved protein, unknown function","No"
"PY17X_1110900","PY17X_1110900.1","P. yoelii yoelii 17X","Py17X_11_v3:550,869..553,166(+)","peptidyl-prolyl cis-trans isomerase, putative","2298","peptidyl-prolyl cis-trans isomerase, putative","No"
"PY17X_1111000","PY17X_1111000.1","P. yoelii yoelii 17X","Py17X_11_v3:553,960..554,925(-)","stripes inner membrane complex protein, putative","738","stripes inner membrane complex protein, putative","No"
"PY17X_1111100","PY17X_1111100.1","P. yoelii yoelii 17X","Py17X_11_v3:556,965..558,308(+)","PDCD2 domain-containing protein, putative","1344","PDCD2 domain-containing protein, putative","No"
"PY17X_1111200","PY17X_1111200.1","P. yoelii yoelii 17X","Py17X_11_v3:558,787..561,447(-)","topoisomerase I, putative","2661","topoisomerase I, putative","No"
"PY17X_1111300","PY17X_1111300.1","P. yoelii yoelii 17X","Py17X_11_v3:563,064..563,143(+)","tRNA Leucine","80","tRNA Leucine","No"
"PY17X_1111400","PY17X_1111400.1","P. yoelii yoelii 17X","Py17X_11_v3:569,083..570,111(+)","conserved Plasmodium protein, unknown function","1029","conserved Plasmodium protein, unknown function","No"
"PY17X_1111500","PY17X_1111500.1","P. yoelii yoelii 17X","Py17X_11_v3:570,663..573,838(+)","WD repeat-containing protein, putative","1911","WD repeat-containing protein, putative","No"
"PY17X_1111600","PY17X_1111600.1","P. yoelii yoelii 17X","Py17X_11_v3:575,136..575,292(+)","small nucleolar RNA snoR04","157","small nucleolar RNA snoR04","No"
"PY17X_1111700","PY17X_1111700.1","P. yoelii yoelii 17X","Py17X_11_v3:576,434..576,949(-)","translationally-controlled tumor protein homolog, putative","516","translationally-controlled tumor protein homolog, putative","No"
"PY17X_1111800","PY17X_1111800.1","P. yoelii yoelii 17X","Py17X_11_v3:578,020..578,568(+)","conserved Plasmodium protein, unknown function","369","conserved Plasmodium protein, unknown function","No"
"PY17X_1111900","PY17X_1111900.1","P. yoelii yoelii 17X","Py17X_11_v3:579,747..582,689(+)","stearoyl-CoA desaturase, putative","2835","stearoyl-CoA desaturase, putative","No"
"PY17X_1112000","PY17X_1112000.1","P. yoelii yoelii 17X","Py17X_11_v3:583,466..587,619(-)","MORN repeat protein, putative","3948","MORN repeat protein, putative","No"
"PY17X_1112100","PY17X_1112100.1","P. yoelii yoelii 17X","Py17X_11_v3:590,151..592,019(+)","conserved Plasmodium protein, unknown function","1869","conserved Plasmodium protein, unknown function","No"
"PY17X_1112200","PY17X_1112200.1","P. yoelii yoelii 17X","Py17X_11_v3:594,378..624,059(+)","RNA pseudouridylate synthase, putative","29361","RNA pseudouridylate synthase, putative","No"
"PY17X_1112300","PY17X_1112300.1","P. yoelii yoelii 17X","Py17X_11_v3:624,665..625,207(-)","apical rhoptry neck protein, putative","543","apical rhoptry neck protein, putative","No"
"PY17X_1112400","PY17X_1112400.1","P. yoelii yoelii 17X","Py17X_11_v3:626,942..627,885(+)","EKC/KEOPS complex subunit CGI121, putative","543","EKC/KEOPS complex subunit CGI121, putative","No"
"PY17X_1112500","PY17X_1112500.1","P. yoelii yoelii 17X","Py17X_11_v3:628,481..630,470(-)","inositol-3-phosphate synthase, putative","1812","inositol-3-phosphate synthase, putative","No"
"PY17X_1112600","PY17X_1112600.1","P. yoelii yoelii 17X","Py17X_11_v3:632,132..634,021(+)","conserved Plasmodium protein, unknown function","1890","conserved Plasmodium protein, unknown function","No"
"PY17X_1112700","PY17X_1112700.1","P. yoelii yoelii 17X","Py17X_11_v3:634,752..635,916(+)","prefoldin subunit 6, putative","360","prefoldin subunit 6, putative","No"
"PY17X_1112800","PY17X_1112800.1","P. yoelii yoelii 17X","Py17X_11_v3:636,026..636,615(-)","conserved protein, unknown function","390","conserved protein, unknown function","No"
"PY17X_1112900","PY17X_1112900.1","P. yoelii yoelii 17X","Py17X_11_v3:637,340..639,238(-)","glutathione synthetase","1899","glutathione synthetase","No"
"PY17X_1113000","PY17X_1113000.1","P. yoelii yoelii 17X","Py17X_11_v3:640,492..641,274(-)","CDK-activating kinase assembly factor MAT1, putative","783","CDK-activating kinase assembly factor MAT1, putative","No"
"PY17X_1113100","PY17X_1113100.1","P. yoelii yoelii 17X","Py17X_11_v3:642,961..643,638(+)","conserved Plasmodium protein, unknown function","678","conserved Plasmodium protein, unknown function","No"
"PY17X_1113200","PY17X_1113200.1","P. yoelii yoelii 17X","Py17X_11_v3:644,497..647,831(+)","conserved Plasmodium protein, unknown function","1935","conserved Plasmodium protein, unknown function","No"
"PY17X_1113300","PY17X_1113300.1","P. yoelii yoelii 17X","Py17X_11_v3:647,828..650,573(-)","conserved Plasmodium protein, unknown function","2385","conserved Plasmodium protein, unknown function","No"
"PY17X_1113400","PY17X_1113400.1","P. yoelii yoelii 17X","Py17X_11_v3:652,954..654,752(+)","ras-related protein Rab-1B, putative","603","ras-related protein Rab-1B, putative","No"
"PY17X_1113500","PY17X_1113500.1","P. yoelii yoelii 17X","Py17X_11_v3:655,594..656,367(-)","orotate phosphoribosyltransferase, putative","774","orotate phosphoribosyltransferase, putative","No"
"PY17X_1113600","PY17X_1113600.1","P. yoelii yoelii 17X","Py17X_11_v3:657,049..661,083(-)","conserved Plasmodium protein, unknown function","4035","conserved Plasmodium protein, unknown function","No"
"PY17X_1113700","PY17X_1113700.1","P. yoelii yoelii 17X","Py17X_11_v3:661,892..662,749(+)","AKAP-like protein, putative","858","AKAP-like protein, putative","No"
"PY17X_1113800","PY17X_1113800.1","P. yoelii yoelii 17X","Py17X_11_v3:663,420..664,226(+)","conserved protein, unknown function","807","conserved protein, unknown function","No"
"PY17X_1113900","PY17X_1113900.1","P. yoelii yoelii 17X","Py17X_11_v3:665,039..666,131(-)","conserved protein, unknown function","756","conserved protein, unknown function","No"
"PY17X_1114000","PY17X_1114000.1","P. yoelii yoelii 17X","Py17X_11_v3:667,615..674,725(+)","conserved Plasmodium protein, unknown function","6699","conserved Plasmodium protein, unknown function","No"
"PY17X_1114100","PY17X_1114100.1","P. yoelii yoelii 17X","Py17X_11_v3:675,464..676,198(-)","purine nucleoside phosphorylase, putative","735","purine nucleoside phosphorylase, putative","No"
"PY17X_1114200","PY17X_1114200.1","P. yoelii yoelii 17X","Py17X_11_v3:677,599..679,130(-)","GTP-binding protein, putative","849","GTP-binding protein, putative","No"
"PY17X_1114300","PY17X_1114300.1","P. yoelii yoelii 17X","Py17X_11_v3:679,767..680,472(+)","mitochondrial import inner membrane translocase subunit TIM16, putative","375","mitochondrial import inner membrane translocase subunit TIM16, putative","No"
"PY17X_1114400","PY17X_1114400.1","P. yoelii yoelii 17X","Py17X_11_v3:681,122..683,791(-)","deoxyribodipyrimidine photo-lyase, putative","2550","deoxyribodipyrimidine photo-lyase, putative","No"
"PY17X_1114500","PY17X_1114500.1","P. yoelii yoelii 17X","Py17X_11_v3:685,687..688,062(+)","secreted ookinete protein, putative","2166","secreted ookinete protein, putative","No"
"PY17X_1114600","PY17X_1114600.1","P. yoelii yoelii 17X","Py17X_11_v3:688,599..689,222(-)","ras-related protein Rab-1A, putative","624","ras-related protein Rab-1A, putative","No"
"PY17X_1114700","PY17X_1114700.1","P. yoelii yoelii 17X","Py17X_11_v3:690,778..691,661(+)","conserved protein, unknown function","747","conserved protein, unknown function","No"
"PY17X_1114800","PY17X_1114800.1","P. yoelii yoelii 17X","Py17X_11_v3:691,721..693,767(-)","tubulin--tyrosine ligase, putative","1341","tubulin--tyrosine ligase, putative","No"
"PY17X_1114900","PY17X_1114900.1","P. yoelii yoelii 17X","Py17X_11_v3:694,422..697,688(-)","ATP-dependent DNA helicase UvrD, putative","3267","ATP-dependent DNA helicase UvrD, putative","No"
"PY17X_1115000","PY17X_1115000.1","P. yoelii yoelii 17X","Py17X_11_v3:699,882..702,092(+)","conserved Plasmodium protein, unknown function","2211","conserved Plasmodium protein, unknown function","No"
"PY17X_1115100","PY17X_1115100.1","P. yoelii yoelii 17X","Py17X_11_v3:702,956..706,240(+)","aspartate--tRNA ligase, putative","3285","aspartate--tRNA ligase, putative","No"
"PY17X_1115200","PY17X_1115200.1","P. yoelii yoelii 17X","Py17X_11_v3:706,533..706,604(-)","tRNA Phenylalanine","72","tRNA Phenylalanine","No"
"PY17X_1115300","PY17X_1115300.1","P. yoelii yoelii 17X","Py17X_11_v3:707,262..708,637(-)","conserved Plasmodium protein, unknown function","648","conserved Plasmodium protein, unknown function","No"
"PY17X_1115400","PY17X_1115400.1","P. yoelii yoelii 17X","Py17X_11_v3:709,155..710,413(-)","ribose-5-phosphate isomerase, putative","717","ribose-5-phosphate isomerase, putative","No"
"PY17X_1115500","PY17X_1115500.1","P. yoelii yoelii 17X","Py17X_11_v3:712,115..716,362(+)","MORN repeat protein, putative","4248","MORN repeat protein, putative","No"
"PY17X_1115600","PY17X_1115600.1","P. yoelii yoelii 17X","Py17X_11_v3:717,133..720,024(-)","inositol polyphosphate multikinase, putative","2892","inositol polyphosphate multikinase, putative","No"
"PY17X_1115700","PY17X_1115700.1","P. yoelii yoelii 17X","Py17X_11_v3:721,448..722,575(+)","conserved Plasmodium protein, unknown function","1128","conserved Plasmodium protein, unknown function","No"
"PY17X_1115800","PY17X_1115800.1","P. yoelii yoelii 17X","Py17X_11_v3:723,192..725,324(-)","pre-mRNA-splicing factor CWC2, putative","2133","pre-mRNA-splicing factor CWC2, putative","No"
"PY17X_1115900","PY17X_1115900.1","P. yoelii yoelii 17X","Py17X_11_v3:726,359..728,169(-)","rhomboid protease ROM9, putative","1422","rhomboid protease ROM9, putative","No"
"PY17X_1116000","PY17X_1116000.1","P. yoelii yoelii 17X","Py17X_11_v3:729,238..729,870(+)","conserved Plasmodium protein, unknown function","420","conserved Plasmodium protein, unknown function","No"
"PY17X_1116100","PY17X_1116100.1","P. yoelii yoelii 17X","Py17X_11_v3:731,275..736,713(+)","phosphatidylinositol 3-kinase, putative","5439","phosphatidylinositol 3-kinase, putative","No"
"PY17X_1116200","PY17X_1116200.1","P. yoelii yoelii 17X","Py17X_11_v3:739,019..742,049(+)","conserved protein, unknown function","2340","conserved protein, unknown function","No"
"PY17X_1116300","PY17X_1116300.1","P. yoelii yoelii 17X","Py17X_11_v3:742,701..746,033(-)","amino acid transporter, putative","2718","amino acid transporter, putative","No"
"PY17X_1116400","PY17X_1116400.1","P. yoelii yoelii 17X","Py17X_11_v3:748,632..753,207(+)","conserved Plasmodium protein, unknown function","3453","conserved Plasmodium protein, unknown function","No"
"PY17X_1116500","PY17X_1116500.1","P. yoelii yoelii 17X","Py17X_11_v3:754,098..755,474(-)","glideosome-associated protein 40, putative","1377","glideosome-associated protein 40, putative","No"
"PY17X_1116600","PY17X_1116600.1","P. yoelii yoelii 17X","Py17X_11_v3:758,102..758,356(-)","BolA-like protein, putative","255","BolA-like protein, putative","No"
"PY17X_1116700","PY17X_1116700.1","P. yoelii yoelii 17X","Py17X_11_v3:759,961..760,947(-)","NLI interacting factor-like phosphatase, putative","987","NLI interacting factor-like phosphatase, putative","No"
"PY17X_1116800","PY17X_1116800.1","P. yoelii yoelii 17X","Py17X_11_v3:762,909..763,657(+)","conserved Plasmodium protein, unknown function","465","conserved Plasmodium protein, unknown function","No"
"PY17X_1116900","PY17X_1116900.1","P. yoelii yoelii 17X","Py17X_11_v3:765,207..767,912(+)","kinetochore protein NDC80, putative","1773","kinetochore protein NDC80, putative","No"
"PY17X_1117000","PY17X_1117000.1","P. yoelii yoelii 17X","Py17X_11_v3:768,033..768,629(-)","conserved Plasmodium protein, unknown function","597","conserved Plasmodium protein, unknown function","No"
"PY17X_1117100","PY17X_1117100.1","P. yoelii yoelii 17X","Py17X_11_v3:769,815..773,642(+)","conserved Plasmodium protein, unknown function","3828","conserved Plasmodium protein, unknown function","No"
"PY17X_1117200","PY17X_1117200.1","P. yoelii yoelii 17X","Py17X_11_v3:775,551..778,928(+)","TRAP-like protein","3378","TRAP-like protein","No"
"PY17X_1117300","PY17X_1117300.1","P. yoelii yoelii 17X","Py17X_11_v3:779,318..781,123(-)","conserved protein, unknown function","1806","conserved protein, unknown function","No"
"PY17X_1117400","PY17X_1117400.1","P. yoelii yoelii 17X","Py17X_11_v3:781,945..783,258(-)","ras GTPAse, putative","1314","ras GTPAse, putative","No"
"PY17X_1117500","PY17X_1117500.1","P. yoelii yoelii 17X","Py17X_11_v3:784,960..786,522(+)","malate:quinone oxidoreductase, putative","1563","malate:quinone oxidoreductase, putative","No"
"PY17X_1117600","PY17X_1117600.1","P. yoelii yoelii 17X","Py17X_11_v3:787,748..791,659(+)","conserved Plasmodium protein, unknown function","3912","conserved Plasmodium protein, unknown function","No"
"PY17X_1117700","PY17X_1117700.1","P. yoelii yoelii 17X","Py17X_11_v3:792,958..794,148(-)","mitochondrial import receptor subunit TOM40, putative","1191","mitochondrial import receptor subunit TOM40, putative","No"
"PY17X_1117800","PY17X_1117800.1","P. yoelii yoelii 17X","Py17X_11_v3:797,068..801,565(+)","AP-2 complex subunit alpha, putative","3753","AP-2 complex subunit alpha, putative","No"
"PY17X_1117900","PY17X_1117900.1","P. yoelii yoelii 17X","Py17X_11_v3:804,642..806,394(+)","conserved protein, unknown function","1347","conserved protein, unknown function","No"
"PY17X_1118000","PY17X_1118000.1","P. yoelii yoelii 17X","Py17X_11_v3:808,166..808,853(+)","conserved Plasmodium protein, unknown function","420","conserved Plasmodium protein, unknown function","No"
"PY17X_1118100","PY17X_1118100.1","P. yoelii yoelii 17X","Py17X_11_v3:811,274..811,675(-)","histone H2A, putative","402","histone H2A, putative","No"
"PY17X_1118200","PY17X_1118200.1","P. yoelii yoelii 17X","Py17X_11_v3:816,111..816,521(+)","histone H3 variant, putative","411","histone H3 variant, putative","No"
"PY17X_1118300","PY17X_1118300.1","P. yoelii yoelii 17X","Py17X_11_v3:819,255..821,888(+)","conserved Plasmodium protein, unknown function","2634","conserved Plasmodium protein, unknown function","No"
"PY17X_1118400","PY17X_1118400.1","P. yoelii yoelii 17X","Py17X_11_v3:822,550..824,544(+)","conserved Plasmodium protein, unknown function","1995","conserved Plasmodium protein, unknown function","No"
"PY17X_1118500","PY17X_1118500.1","P. yoelii yoelii 17X","Py17X_11_v3:824,965..825,438(-)","conserved protein, unknown function","474","conserved protein, unknown function","No"
"PY17X_1118600","PY17X_1118600.1","P. yoelii yoelii 17X","Py17X_11_v3:828,215..828,846(+)","ribosomal protein L27a, putative","447","ribosomal protein L27a, putative","No"
"PY17X_1118700","PY17X_1118700.1","P. yoelii yoelii 17X","Py17X_11_v3:829,252..831,513(-)","LMBR1 domain-containing protein, putative","1728","LMBR1 domain-containing protein, putative","No"
"PY17X_1118800","PY17X_1118800.1","P. yoelii yoelii 17X","Py17X_11_v3:833,524..834,465(+)","malate dehydrogenase, putative","942","malate dehydrogenase, putative","No"
"PY17X_1118900","PY17X_1118900.1","P. yoelii yoelii 17X","Py17X_11_v3:835,171..836,890(-)","rhomboid protease ROM10, putative","828","rhomboid protease ROM10, putative","No"
"PY17X_1119000","PY17X_1119000.1","P. yoelii yoelii 17X","Py17X_11_v3:837,870..838,671(+)","trafficking protein particle complex subunit 6A, putative","645","trafficking protein particle complex subunit 6A, putative","No"
"PY17X_1119100","PY17X_1119100.1","P. yoelii yoelii 17X","Py17X_11_v3:838,947..842,267(-)","heptatricopeptide repeat-containing protein, putative","2904","heptatricopeptide repeat-containing protein, putative","No"
"PY17X_1119200","PY17X_1119200.1","P. yoelii yoelii 17X","Py17X_11_v3:843,230..846,487(+)","phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative","2007","phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative","No"
"PY17X_1119300","PY17X_1119300.1","P. yoelii yoelii 17X","Py17X_11_v3:846,939..852,904(-)","conserved protein, unknown function","4194","conserved protein, unknown function","No"
"PY17X_1119400","PY17X_1119400.1","P. yoelii yoelii 17X","Py17X_11_v3:854,022..855,279(+)","conserved Plasmodium protein, unknown function","987","conserved Plasmodium protein, unknown function","No"
"PY17X_1119500","PY17X_1119500.1","P. yoelii yoelii 17X","Py17X_11_v3:856,363..859,574(+)","conserved Plasmodium protein, unknown function","3093","conserved Plasmodium protein, unknown function","No"
"PY17X_1119600","PY17X_1119600.1","P. yoelii yoelii 17X","Py17X_11_v3:860,072..869,928(-)","conserved Plasmodium protein, unknown function","9567","conserved Plasmodium protein, unknown function","No"
"PY17X_1119700","PY17X_1119700.1","P. yoelii yoelii 17X","Py17X_11_v3:871,854..874,457(-)","cell division cycle protein 48 homologue, putative","2448","cell division cycle protein 48 homologue, putative","No"
"PY17X_1119800","PY17X_1119800.1","P. yoelii yoelii 17X","Py17X_11_v3:876,215..880,333(-)","acyl-CoA synthetase, putative","4119","acyl-CoA synthetase, putative","No"
"PY17X_1119900","PY17X_1119900.1","P. yoelii yoelii 17X","Py17X_11_v3:881,286..883,487(+)","conserved Plasmodium protein, unknown function","2202","conserved Plasmodium protein, unknown function","No"
"PY17X_1120000","PY17X_1120000.1","P. yoelii yoelii 17X","Py17X_11_v3:883,860..885,911(-)","conserved protein, unknown function","1806","conserved protein, unknown function","No"
"PY17X_1120100","PY17X_1120100.1","P. yoelii yoelii 17X","Py17X_11_v3:886,745..893,732(-)","conserved Plasmodium protein, unknown function","6891","conserved Plasmodium protein, unknown function","No"
"PY17X_1120200","PY17X_1120200.1","P. yoelii yoelii 17X","Py17X_11_v3:895,135..895,830(+)","splicing factor 3A subunit 2, putative","696","splicing factor 3A subunit 2, putative","No"
"PY17X_1120300","PY17X_1120300.1","P. yoelii yoelii 17X","Py17X_11_v3:896,406..897,452(-)","secreted ookinete protein 25, putative","1047","secreted ookinete protein 25, putative","No"
"PY17X_1120400","PY17X_1120400.1","P. yoelii yoelii 17X","Py17X_11_v3:899,560..900,081(+)","ATP synthase-associated protein, putative","387","ATP synthase-associated protein, putative","No"
"PY17X_1120500","PY17X_1120500.1","P. yoelii yoelii 17X","Py17X_11_v3:900,452..901,267(-)","conserved Plasmodium protein, unknown function","816","conserved Plasmodium protein, unknown function","No"
"PY17X_1120600","PY17X_1120600.1","P. yoelii yoelii 17X","Py17X_11_v3:902,144..904,660(-)","conserved Plasmodium protein, unknown function","2517","conserved Plasmodium protein, unknown function","No"
"PY17X_1120700","PY17X_1120700.1","P. yoelii yoelii 17X","Py17X_11_v3:905,271..906,596(-)","merozoite surface protein 10, putative","1326","merozoite surface protein 10, putative","No"
"PY17X_1120800","PY17X_1120800.1","P. yoelii yoelii 17X","Py17X_11_v3:908,638..910,428(+)","cleavage stimulation factor subunit 1, putative","1791","cleavage stimulation factor subunit 1, putative","No"
"PY17X_1120900","PY17X_1120900.1","P. yoelii yoelii 17X","Py17X_11_v3:911,305..911,964(+)","conserved Plasmodium protein, unknown function","660","conserved Plasmodium protein, unknown function","No"
"PY17X_1121000","PY17X_1121000.1","P. yoelii yoelii 17X","Py17X_11_v3:912,099..913,214(-)","DnaJ protein, putative","1116","DnaJ protein, putative","No"
"PY17X_1121100","PY17X_1121100.1","P. yoelii yoelii 17X","Py17X_11_v3:914,132..914,203(+)","tRNA Alanine","72","tRNA Alanine","No"
"PY17X_1121200","PY17X_1121200.1","P. yoelii yoelii 17X","Py17X_11_v3:914,423..914,503(-)","tRNA Leucine","81","tRNA Leucine","No"
"PY17X_1121300","PY17X_1121300.1","P. yoelii yoelii 17X","Py17X_11_v3:915,445..917,760(+)","conserved Plasmodium protein, unknown function","2316","conserved Plasmodium protein, unknown function","No"
"PY17X_1121400","PY17X_1121400.1","P. yoelii yoelii 17X","Py17X_11_v3:918,233..922,126(-)","conserved Plasmodium protein, unknown function","3894","conserved Plasmodium protein, unknown function","No"
"PY17X_1121500","PY17X_1121500.1","P. yoelii yoelii 17X","Py17X_11_v3:923,893..924,786(-)","pyridoxine biosynthesis protein PDX1, putative","894","pyridoxine biosynthesis protein PDX1, putative","No"
"PY17X_1121600","PY17X_1121600.1","P. yoelii yoelii 17X","Py17X_11_v3:926,207..928,225(+)","mRNA-binding protein PUF3","2019","mRNA-binding protein PUF3","No"
"PY17X_1121700","PY17X_1121700.1","P. yoelii yoelii 17X","Py17X_11_v3:930,479..932,578(+)","inner membrane complex protein 1j, putative","2100","inner membrane complex protein 1j, putative","No"
"PY17X_1121800","PY17X_1121800.1","P. yoelii yoelii 17X","Py17X_11_v3:933,887..934,984(+)","ribonuclease P/MRP protein subunit RPP1, putative","1098","ribonuclease P/MRP protein subunit RPP1, putative","No"
"PY17X_1121900","PY17X_1121900.1","P. yoelii yoelii 17X","Py17X_11_v3:935,609..935,690(-)","tRNA Serine","82","tRNA Serine","No"
"PY17X_1122000","PY17X_1122000.1","P. yoelii yoelii 17X","Py17X_11_v3:936,444..941,576(+)","conserved Plasmodium protein, unknown function","4701","conserved Plasmodium protein, unknown function","No"
"PY17X_1122100","PY17X_1122100.1","P. yoelii yoelii 17X","Py17X_11_v3:943,560..944,346(+)","nascent polypeptide-associated complex subunit alpha, putative","558","nascent polypeptide-associated complex subunit alpha, putative","No"
"PY17X_1122200","PY17X_1122200.1","P. yoelii yoelii 17X","Py17X_11_v3:945,220..947,376(-)","signal recognition particle subunit SRP68, putative","2157","signal recognition particle subunit SRP68, putative","No"
"PY17X_1122300","PY17X_1122300.1","P. yoelii yoelii 17X","Py17X_11_v3:948,500..949,588(+)","conserved Plasmodium protein, unknown function","636","conserved Plasmodium protein, unknown function","No"
"PY17X_1122400","PY17X_1122400.1","P. yoelii yoelii 17X","Py17X_11_v3:950,390..954,559(-)","conserved Plasmodium protein, unknown function","4170","conserved Plasmodium protein, unknown function","No"
"PY17X_1122500","PY17X_1122500.1","P. yoelii yoelii 17X","Py17X_11_v3:956,169..958,622(-)","radical SAM protein, putative","2454","radical SAM protein, putative","No"
"PY17X_1122600","PY17X_1122600.1","P. yoelii yoelii 17X","Py17X_11_v3:959,739..962,864(+)","vacuolar transporter chaperone, putative","2463","vacuolar transporter chaperone, putative","No"
"PY17X_1122700","PY17X_1122700.1","P. yoelii yoelii 17X","Py17X_11_v3:963,391..963,762(+)","conserved protein, unknown function","372","conserved protein, unknown function","No"
"PY17X_1122800","PY17X_1122800.1","P. yoelii yoelii 17X","Py17X_11_v3:964,181..965,560(-)","RNA methyltransferase, putative","1380","RNA methyltransferase, putative","No"
"PY17X_1122900","PY17X_1122900.1","P. yoelii yoelii 17X","Py17X_11_v3:966,380..967,080(+)","cytochrome b-c1 complex subunit 9, putative","291","cytochrome b-c1 complex subunit 9, putative","No"
"PY17X_1123000","PY17X_1123000.1","P. yoelii yoelii 17X","Py17X_11_v3:967,582..968,961(-)","conserved Plasmodium protein, unknown function","1065","conserved Plasmodium protein, unknown function","No"
"PY17X_1123100","PY17X_1123100.1","P. yoelii yoelii 17X","Py17X_11_v3:971,068..974,904(+)","leucine--tRNA ligase, putative","3837","leucine--tRNA ligase, putative","No"
"PY17X_1123200","PY17X_1123200.1","P. yoelii yoelii 17X","Py17X_11_v3:975,795..982,475(-)","AP2 domain transcription factor AP2-SP3","6681","AP2 domain transcription factor AP2-SP3","No"
"PY17X_1123300","PY17X_1123300.1","P. yoelii yoelii 17X","Py17X_11_v3:987,484..989,049(-)","chorismate synthase, putative","1566","chorismate synthase, putative","No"
"PY17X_1123400","PY17X_1123400.1","P. yoelii yoelii 17X","Py17X_11_v3:990,137..994,619(-)","nuclear polyadenylated RNA-binding protein NAB2, putative","2361","nuclear polyadenylated RNA-binding protein NAB2, putative","No"
"PY17X_1123500","PY17X_1123500.1","P. yoelii yoelii 17X","Py17X_11_v3:996,543..997,754(+)","ferredoxin--NADP reductase, putative","1212","ferredoxin--NADP reductase, putative","No"
"PY17X_1123600","PY17X_1123600.1","P. yoelii yoelii 17X","Py17X_11_v3:998,079..999,114(-)","EGF-like membrane protein, putative","705","EGF-like membrane protein, putative","No"
"PY17X_1123700","PY17X_1123700.1","P. yoelii yoelii 17X","Py17X_11_v3:1,000,843..1,002,288(-)","MEI2-like RNA-binding protein","1446","MEI2-like RNA-binding protein","No"
"PY17X_1123800","PY17X_1123800.1","P. yoelii yoelii 17X","Py17X_11_v3:1,003,512..1,005,850(-)","superoxide dismutase [Fe], putative","810","superoxide dismutase [Fe], putative","No"
"PY17X_1123900","PY17X_1123900.1","P. yoelii yoelii 17X","Py17X_11_v3:1,007,366..1,009,370(+)","conserved Plasmodium protein, unknown function","1818","conserved Plasmodium protein, unknown function","No"
"PY17X_1124000","PY17X_1124000.1","P. yoelii yoelii 17X","Py17X_11_v3:1,009,616..1,012,507(-)","ATP-dependent RNA helicase SUV3, putative","2892","ATP-dependent RNA helicase SUV3, putative","No"
"PY17X_1124100","PY17X_1124100.1","P. yoelii yoelii 17X","Py17X_11_v3:1,013,748..1,019,885(-)","tyrosine kinase-like protein, putative","6138","tyrosine kinase-like protein, putative","No"
"PY17X_1124200","PY17X_1124200.1","P. yoelii yoelii 17X","Py17X_11_v3:1,024,454..1,025,320(+)","ribonuclease H2 subunit A, putative","867","ribonuclease H2 subunit A, putative","No"
"PY17X_1124300","PY17X_1124300.1","P. yoelii yoelii 17X","Py17X_11_v3:1,027,490..1,028,974(+)","hexokinase, putative","1485","hexokinase, putative","No"
"PY17X_1124400","PY17X_1124400.1","P. yoelii yoelii 17X","Py17X_11_v3:1,030,507..1,031,486(+)","conserved protein, unknown function","840","conserved protein, unknown function","No"
"PY17X_1124500","PY17X_1124500.1","P. yoelii yoelii 17X","Py17X_11_v3:1,032,497..1,033,290(-)","conserved Plasmodium protein, unknown function","606","conserved Plasmodium protein, unknown function","No"
"PY17X_1124600","PY17X_1124600.1","P. yoelii yoelii 17X","Py17X_11_v3:1,034,315..1,036,096(+)","CPW-WPC family protein","537","CPW-WPC family protein","No"
