"Id" "label" "source" "subfam" "expt" "I1.2" "I1.4" "I1.8" "I2.5" "I2" "I3" "I4" "I6"
"1803" 1803 "Kim19_C_NODE_4066_length_1469_cov_6.27646_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1804" 1804 "Kim19_C_NODE_3629_length_1703_cov_4.82455_1" "Kim19_C" "assembled" "Kim19" 1 1 7 6 7 6 6 5
"1805" 1805 "Kim19_C_NODE_3851_length_1580_cov_32.6264_1" "Kim19_C" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1806" 1806 "Kim19_C_NODE_4671_length_1206_cov_19.9207_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1807" 1807 "Kim19_C_NODE_2893_length_2222_cov_6.95569_1" "Kim19_C" "assembled" "Kim19" 1 1 12 52 46 64 73 78
"1808" 1808 "Kim19_C_NODE_4152_length_1422_cov_18.5824_1" "Kim19_C" "assembled" "Kim19" 5 5 6 9 5 8 8 7
"1809" 1809 "Kim19_C_NODE_5025_length_1061_cov_5.68191_1" "Kim19_C" "assembled" "Kim19" 3 2 4 59 4 71 81 88
"1810" 1810 "Kim19_C_NODE_1171_length_4536_cov_23.3678_1" "Kim19_C" "assembled" "Kim19" 1 1 12 43 39 43 42 43
"1811" 1811 "Kim19_C_NODE_4689_length_1201_cov_15.9118_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1812" 1812 "Kim19_C_NODE_4075_length_1464_cov_8.69951_1" "Kim19_C" "assembled" "Kim19" 1 1 2 2 2 2 67 71
"1813" 1813 "Kim19_C_NODE_855_length_5381_cov_23.9516_1" "Kim19_C" "assembled" "Kim19" 1 1 2 2 2 2 2 92
"1814" 1814 "Kim19_C_NODE_3087_length_2080_cov_156.663_1" "Kim19_C" "assembled" "Kim19" 1 1 7 14 14 15 15 16
"1815" 1815 "Kim19_C_NODE_4263_length_1366_cov_24.7149_1" "Kim19_C" "assembled" "Kim19" 5 5 6 9 5 8 8 7
"1816" 1816 "Kim19_C_NODE_4024_length_1486_cov_8.33104_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1817" 1817 "Kim19_C_NODE_5383_length_935_cov_35.8659_1" "Kim19_C" "assembled" "Kim19" 3 4 5 5 6 5 5 3
"1818" 1818 "Kim19_C_NODE_4332_length_1331_cov_11.4206_1" "Kim19_C" "assembled" "Kim19" 2 18 25 28 25 28 25 26
"1819" 1819 "Kim19_C_NODE_4423_length_1297_cov_9.91377_2" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1820" 1820 "Kim19_C_NODE_2634_length_2438_cov_17.4744_1" "Kim19_C" "assembled" "Kim19" 1 1 13 11 12 12 12 13
"1821" 1821 "Kim19_C_NODE_4295_length_1348_cov_8.77034_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1822" 1822 "Kim19_C_NODE_1943_length_3184_cov_14.8036_1" "Kim19_C" "assembled" "Kim19" 3 4 5 13 13 13 13 11
"1823" 1823 "Kim19_C_NODE_494_length_6852_cov_21.2729_1" "Kim19_C" "assembled" "Kim19" 1 1 2 46 41 47 46 45
"1824" 1824 "Kim19_C_NODE_5244_length_979_cov_18.3097_1" "Kim19_C" "assembled" "Kim19" 3 4 5 13 13 13 13 11
"1825" 1825 "Kim19_C_NODE_5939_length_784_cov_8.09987_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1826" 1826 "Kim19_C_NODE_5540_length_888_cov_12.3602_1" "Kim19_C" "assembled" "Kim19" 3 4 5 13 13 13 13 11
"1827" 1827 "Kim19_C_NODE_1970_length_3152_cov_8.11542_1" "Kim19_C" "assembled" "Kim19" 1 1 24 40 35 41 41 40
"1828" 1828 "Kim19_C_NODE_905_length_5258_cov_28.1053_1" "Kim19_C" "assembled" "Kim19" 3 2 29 36 32 33 35 33
"1829" 1829 "Kim19_C_NODE_2087_length_3022_cov_59.0445_1" "Kim19_C" "assembled" "Kim19" 1 1 15 15 16 56 49 44
"1830" 1830 "Kim19_C_NODE_3934_length_1534_cov_36.3518_1" "Kim19_C" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1831" 1831 "Kim19_C_NODE_2606_length_2465_cov_8.75411_1" "Kim19_C" "assembled" "Kim19" 1 1 14 16 17 25 24 104
"1832" 1832 "Kim19_C_NODE_5262_length_973_cov_5.02021_1" "Kim19_C" "assembled" "Kim19" 3 2 4 59 4 71 81 88
"1833" 1833 "Kim19_C_NODE_2689_length_2391_cov_62.9232_1" "Kim19_C" "assembled" "Kim19" 1 1 24 6 7 39 39 38
"1834" 1834 "Kim19_C_NODE_4437_length_1291_cov_10.0755_1" "Kim19_C" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1835" 1835 "Kim19_C_NODE_1403_length_4053_cov_28.7851_2" "Kim19_C" "assembled" "Kim19" 1 1 15 15 16 21 21 22
"1836" 1836 "Kim19_C_NODE_5568_length_882_cov_14.0624_1" "Kim19_C" "assembled" "Kim19" 1 1 12 20 15 17 18 19
"1837" 1837 "Kim19_C_NODE_3600_length_1723_cov_8.01598_1" "Kim19_C" "assembled" "Kim19" 1 1 12 44 42 44 43 125
"1838" 1838 "Kim19_C_NODE_5243_length_979_cov_31.5085_1" "Kim19_C" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1839" 1839 "Kim19_C_NODE_4222_length_1385_cov_14.1095_1" "Kim19_C" "assembled" "Kim19" 5 5 6 9 5 8 8 7
"1840" 1840 "Kim19_C_NODE_5929_length_787_cov_40.7507_1" "Kim19_C" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1841" 1841 "Kim19_C_NODE_2706_length_2382_cov_18.6696_1" "Kim19_C" "assembled" "Kim19" 1 1 2 2 2 2 2 68
"1842" 1842 "Kim19_C_NODE_5403_length_928_cov_3.64804_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1843" 1843 "Kim19_C_NODE_3483_length_1808_cov_8.10648_1" "Kim19_C" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1844" 1844 "Kim19_C_NODE_855_length_5381_cov_23.9516_3" "Kim19_C" "assembled" "Kim19" 1 1 13 56 12 48 38 58
"1845" 1845 "Kim19_C_NODE_4912_length_1103_cov_4.47944_1" "Kim19_C" "assembled" "Kim19" 5 5 28 37 31 34 36 34
"1846" 1846 "Kim19_C_NODE_2909_length_2211_cov_8.02525_1" "Kim19_C" "assembled" "Kim19" 1 1 14 16 17 66 75 80
"1847" 1847 "Kim19_C_NODE_5215_length_989_cov_4.29184_1" "Kim19_C" "assembled" "Kim19" 5 5 6 9 5 8 8 7
"1848" 1848 "Kim19_C_NODE_4815_length_1145_cov_6.65647_1" "Kim19_C" "assembled" "Kim19" 5 5 28 37 31 34 36 34
"1849" 1849 "Kim19_C_NODE_4297_length_1347_cov_15.8744_1" "Kim19_C" "assembled" "Kim19" 2 18 25 28 25 28 25 26
"1850" 1850 "Kim19_C_NODE_3003_length_2147_cov_6.5913_1" "Kim19_C" "assembled" "Kim19" 5 5 6 80 5 101 113 136
"1851" 1851 "Kim19_C_NODE_4964_length_1083_cov_10.4067_1" "Kim19_C" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1852" 1852 "Kim19_C_NODE_2726_length_2363_cov_34.9348_1" "Kim19_C" "assembled" "Kim19" 1 12 35 41 38 42 51 47
"1853" 1853 "Kim19_C_NODE_3763_length_1631_cov_5.60325_1" "Kim19_C" "assembled" "Kim19" 1 17 2 2 2 2 2 149
"1854" 1854 "Kim19_C_NODE_5895_length_799_cov_2.89556_1" "Kim19_C" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1855" 1855 "Kim19_C_NODE_6256_length_708_cov_22.7511_1" "Kim19_C" "assembled" "Kim19" 5 5 6 9 5 8 8 7
"1856" 1856 "Kim19_C_NODE_5271_length_971_cov_7.46269_2" "Kim19_C" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1857" 1857 "Kim19_C_NODE_2118_length_2989_cov_6.78721_1" "Kim19_C" "assembled" "Kim19" 1 22 41 62 47 74 83 90
"1858" 1858 "Kim19_C_NODE_3812_length_1603_cov_17.8987_1" "Kim19_C" "assembled" "Kim19" 1 1 2 21 2 18 17 29
"1859" 1859 "Kim19_C_NODE_537_length_6582_cov_62.3089_1" "Kim19_C" "assembled" "Kim19" 3 4 5 5 6 5 5 3
"1860" 1860 "Kim19_C_NODE_4906_length_1106_cov_12.343_1" "Kim19_C" "assembled" "Kim19" 1 1 2 21 2 18 17 29
"1861" 1861 "Kim19_C_NODE_6244_length_712_cov_8.62592_1" "Kim19_C" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1862" 1862 "Kim19_C_NODE_4554_length_1246_cov_6.65128_1" "Kim19_C" "assembled" "Kim19" 3 2 36 32 30 61 69 73
"1863" 1863 "Kim19_C_NODE_4573_length_1237_cov_7.19103_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 6
"1864" 1864 "Kim19_C_NODE_3849_length_1581_cov_15.8934_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 12
"1865" 1865 "Kim19_C_NODE_2657_length_2421_cov_11.5205_1" "Kim19_C" "assembled" "Kim19" 3 4 5 5 6 5 5 3
"1866" 1866 "Kim19_C_NODE_4726_length_1187_cov_8.2721_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 6
"1867" 1867 "Kim19_C_NODE_5190_length_999_cov_3.98861_1" "Kim19_C" "assembled" "Kim19" 2 7 9 8 9 9 11 15
"1868" 1868 "Kim19_C_NODE_3773_length_1626_cov_5.7941_1" "Kim19_C" "assembled" "Kim19" 2 16 21 27 24 32 32 41
"1869" 1869 "Kim19_C_NODE_5084_length_1036_cov_3.49452_2" "Kim19_C" "assembled" "Kim19" 2 7 9 8 9 117 135 170
"1870" 1870 "Kim19_C_NODE_3546_length_1769_cov_13.049_1" "Kim19_C" "assembled" "Kim19" 1 1 13 11 12 12 12 13
"1871" 1871 "Kim19_C_NODE_5043_length_1055_cov_17.0117_1" "Kim19_C" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1872" 1872 "Kim19_C_NODE_4930_length_1097_cov_5.91917_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 8
"1873" 1873 "Kim19_C_NODE_3577_length_1740_cov_11.5653_1" "Kim19_C" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1874" 1874 "Kim19_C_NODE_4376_length_1317_cov_13.331_1" "Kim19_C" "assembled" "Kim19" 1 12 22 24 22 26 26 31
"1875" 1875 "Kim19_C_NODE_3822_length_1598_cov_21.5521_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 6
"1876" 1876 "Kim19_C_NODE_4426_length_1295_cov_8.88748_1" "Kim19_C" "assembled" "Kim19" 9 15 20 23 20 19 19 23
"1877" 1877 "Kim19_C_NODE_5669_length_856_cov_4.80316_1" "Kim19_C" "assembled" "Kim19" 2 16 21 27 24 32 32 41
"1878" 1878 "Kim19_C_NODE_5586_length_877_cov_3.48104_1" "Kim19_C" "assembled" "Kim19" 0 0 0 0 0 0 0 0
"1879" 1879 "Kim19_C_NODE_4057_length_1473_cov_19.3354_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 12
"1880" 1880 "Kim19_C_NODE_3924_length_1538_cov_4.4485_1" "Kim19_C" "assembled" "Kim19" 1 1 15 15 16 21 21 22
"1881" 1881 "Kim19_C_NODE_4952_length_1089_cov_4.77746_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 8
"1882" 1882 "Kim19_C_NODE_4064_length_1470_cov_8.04802_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 11 4 6
"1883" 1883 "Kim19_C_NODE_4093_length_1453_cov_23.7535_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 6
"1884" 1884 "Kim19_C_NODE_5409_length_927_cov_6.26957_1" "Kim19_C" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1885" 1885 "Kim19_C_NODE_4691_length_1201_cov_24.0197_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 8
"1886" 1886 "Kim19_C_NODE_4146_length_1426_cov_8.08112_1" "Kim19_C" "assembled" "Kim19" 3 4 5 13 13 13 13 11
"1887" 1887 "Kim19_C_NODE_4355_length_1324_cov_4.11541_1" "Kim19_C" "assembled" "Kim19" 7 12 55 92 68 116 134 168
"1888" 1888 "Kim19_C_NODE_855_length_5381_cov_23.9516_2" "Kim19_C" "assembled" "Kim19" 1 1 2 56 2 48 38 58
"1889" 1889 "Kim19_C_NODE_4562_length_1242_cov_6.63772_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 11 4 21
"1890" 1890 "Kim19_C_NODE_3668_length_1686_cov_8.11434_1" "Kim19_C" "assembled" "Kim19" 2 26 49 74 59 87 98 113
"1891" 1891 "Kim19_C_NODE_2305_length_2771_cov_7.02885_2" "Kim19_C" "assembled" "Kim19" 1 1 14 16 17 25 24 62
"1892" 1892 "Kim19_C_NODE_3338_length_1919_cov_29.1782_1" "Kim19_C" "assembled" "Kim19" 2 7 9 8 9 9 11 15
"1893" 1893 "Kim19_C_NODE_6641_length_633_cov_2.605_1" "Kim19_C" "assembled" "Kim19" 1 1 2 2 2 2 2 25
"1894" 1894 "Kim19_C_NODE_3681_length_1677_cov_19.3856_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 6
"1895" 1895 "Kim19_C_NODE_5772_length_827_cov_2.29723_1" "Kim19_C" "assembled" "Kim19" 2 16 21 68 57 78 90 105
"1896" 1896 "Kim19_C_NODE_5325_length_951_cov_3.41939_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 8
"1897" 1897 "Kim19_C_NODE_4210_length_1391_cov_24.4735_1" "Kim19_C" "assembled" "Kim19" 2 17 23 25 23 23 106 112
"1898" 1898 "Kim19_C_NODE_3476_length_1811_cov_199.789_1" "Kim19_C" "assembled" "Kim19" 1 1 26 31 26 30 27 27
"1899" 1899 "Kim19_C_NODE_4596_length_1229_cov_2.69314_1" "Kim19_C" "assembled" "Kim19" 3 2 4 76 72 84 94 137
"1900" 1900 "Kim19_C_NODE_3321_length_1926_cov_3.36239_1" "Kim19_C" "assembled" "Kim19" 1 1 13 2 2 88 88 101
"1901" 1901 "Kim19_C_NODE_5496_length_906_cov_2.71821_1" "Kim19_C" "assembled" "Kim19" 2 9 11 12 11 14 119 145
"1902" 1902 "Kim19_C_NODE_5668_length_856_cov_183.431_1" "Kim19_C" "assembled" "Kim19" 1 1 33 30 28 60 63 67
"1903" 1903 "Kim19_C_NODE_4240_length_1377_cov_3.86235_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 8
"1904" 1904 "Kim19_C_NODE_5152_length_1009_cov_3.90881_1" "Kim19_C" "assembled" "Kim19" 2 7 9 66 9 67 76 81
"1905" 1905 "Kim19_C_NODE_4627_length_1219_cov_4.87184_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 8
"1906" 1906 "Kim19_C_NODE_6026_length_765_cov_4.85383_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 8
"1907" 1907 "Kim19_C_NODE_6110_length_743_cov_6.14366_1" "Kim19_C" "assembled" "Kim19" 2 13 17 18 18 16 16 17
"1908" 1908 "Kim19_C_NODE_3305_length_1936_cov_24.3221_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 11 10 10
"1909" 1909 "Kim19_C_NODE_3837_length_1584_cov_2.92521_1" "Kim19_C" "assembled" "Kim19" 2 10 16 42 36 91 104 122
"1910" 1910 "Kim19_C_NODE_2126_length_2978_cov_56.1073_1" "Kim19_C" "assembled" "Kim19" 6 8 10 17 10 98 110 131
"1911" 1911 "Kim19_C_NODE_5045_length_1054_cov_4.40353_1" "Kim19_C" "assembled" "Kim19" 2 7 9 8 9 9 108 130
"1912" 1912 "Kim19_C_NODE_6133_length_736_cov_2.26885_1" "Kim19_C" "assembled" "Kim19" 2 7 9 8 9 9 11 167
"1913" 1913 "Kim19_C_NODE_5786_length_821_cov_9.18274_1" "Kim19_C" "assembled" "Kim19" 2 6 8 7 8 7 7 96
"1914" 1914 "Kim19_C_NODE_3826_length_1596_cov_16.5925_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 4 12
"1915" 1915 "Kim19_C_NODE_3362_length_1892_cov_11.7951_2" "Kim19_C" "assembled" "Kim19" 1 1 38 44 42 44 43 61
"1916" 1916 "Kim19_C_NODE_81_length_11901_cov_176.604_6" "Kim19_C" "assembled" "Kim19" 2 10 16 29 27 29 28 28
"1917" 1917 "Kim19_C_NODE_5987_length_774_cov_12.3698_1" "Kim19_C" "assembled" "Kim19" 5 5 6 9 5 8 8 7
"1918" 1918 "Kim19_C_NODE_4803_length_1148_cov_11.7417_1" "Kim19_C" "assembled" "Kim19" 4 3 3 3 3 4 92 21
"1919" 1919 "Kim19_C_NODE_4586_length_1232_cov_49.1076_1" "Kim19_C" "assembled" "Kim19" 1 1 1 1 1 1 1 18
"1920" 1920 "Kim19_C_NODE_4989_length_1076_cov_4.09684_1" "Kim19_C" "assembled" "Kim19" 7 14 18 22 19 20 20 20
"1921" 1921 "Kim19_C_NODE_5971_length_777_cov_3.5672_1" "Kim19_C" "assembled" "Kim19" 2 7 9 8 9 9 11 94
"1922" 1922 "Kim19_C_NODE_4434_length_1292_cov_6.09293_2" "Kim19_C" "assembled" "Kim19" 1 1 2 54 2 50 48 50
"1923" 1923 "Kim19_D_NODE_1818_length_2735_cov_23.346_1" "Kim19_D" "assembled" "Kim19" 1 1 32 35 37 36 37 36
"1924" 1924 "Kim19_D_NODE_2711_length_1968_cov_47.9333_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1925" 1925 "Kim19_D_NODE_3289_length_1589_cov_24.0656_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1926" 1926 "Kim19_D_NODE_1196_length_3558_cov_8.04227_2" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1927" 1927 "Kim19_D_NODE_2343_length_2244_cov_5.0787_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1928" 1928 "Kim19_D_NODE_1729_length_2826_cov_14.8299_1" "Kim19_D" "assembled" "Kim19" 1 1 7 6 7 6 6 5
"1929" 1929 "Kim19_D_NODE_1906_length_2627_cov_28.022_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1930" 1930 "Kim19_D_NODE_3290_length_1588_cov_18.1299_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1931" 1931 "Kim19_D_NODE_3629_length_1418_cov_12.4563_1" "Kim19_D" "assembled" "Kim19" 1 1 7 6 7 6 6 5
"1932" 1932 "Kim19_D_NODE_3613_length_1428_cov_17.3656_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1933" 1933 "Kim19_D_NODE_250_length_6461_cov_28.1394_3" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1934" 1934 "Kim19_D_NODE_3757_length_1356_cov_5.32351_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1935" 1935 "Kim19_D_NODE_3014_length_1751_cov_21.8801_1" "Kim19_D" "assembled" "Kim19" 3 4 5 5 6 5 5 3
"1936" 1936 "Kim19_D_NODE_2176_length_2375_cov_37.0269_1" "Kim19_D" "assembled" "Kim19" 3 4 5 5 6 5 5 3
"1937" 1937 "Kim19_D_NODE_1181_length_3573_cov_6.2678_1" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1938" 1938 "Kim19_D_NODE_3050_length_1732_cov_10.0759_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1939" 1939 "Kim19_D_NODE_2938_length_1804_cov_5.49859_1" "Kim19_D" "assembled" "Kim19" 1 1 2 51 2 54 54 53
"1940" 1940 "Kim19_D_NODE_1629_length_2934_cov_6.88452_2" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 58 32
"1941" 1941 "Kim19_D_NODE_3409_length_1522_cov_16.9543_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1942" 1942 "Kim19_D_NODE_1868_length_2671_cov_5.78165_1" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1943" 1943 "Kim19_D_NODE_3949_length_1270_cov_21.3719_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1944" 1944 "Kim19_D_NODE_3081_length_1706_cov_3.80036_1" "Kim19_D" "assembled" "Kim19" 3 4 4 4 4 3 3 2
"1945" 1945 "Kim19_D_NODE_3386_length_1533_cov_5.18_1" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1946" 1946 "Kim19_D_NODE_2158_length_2387_cov_26.1602_1" "Kim19_D" "assembled" "Kim19" 1 1 7 6 7 6 6 5
"1947" 1947 "Kim19_D_NODE_1988_length_2547_cov_24.315_1" "Kim19_D" "assembled" "Kim19" 1 1 24 6 7 39 39 38
"1948" 1948 "Kim19_D_NODE_700_length_4633_cov_12.1822_1" "Kim19_D" "assembled" "Kim19" 1 1 2 54 2 50 48 50
"1949" 1949 "Kim19_D_NODE_1165_length_3599_cov_39.9089_1" "Kim19_D" "assembled" "Kim19" 1 1 26 31 26 30 27 27
"1950" 1950 "Kim19_D_NODE_1097_length_3711_cov_13.6512_1" "Kim19_D" "assembled" "Kim19" 1 1 7 6 7 49 47 46
"1951" 1951 "Kim19_D_NODE_2298_length_2284_cov_42.4811_1" "Kim19_D" "assembled" "Kim19" 3 4 5 5 6 5 5 3
"1952" 1952 "Kim19_D_NODE_990_length_3968_cov_9.95349_1" "Kim19_D" "assembled" "Kim19" 1 1 2 21 2 18 17 54
"1953" 1953 "Kim19_D_NODE_2972_length_1777_cov_17.0344_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 18
"1954" 1954 "Kim19_D_NODE_3955_length_1268_cov_26.1538_1" "Kim19_D" "assembled" "Kim19" 1 1 7 6 7 6 6 5
"1955" 1955 "Kim19_D_NODE_5393_length_791_cov_14.9459_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1956" 1956 "Kim19_D_NODE_2223_length_2346_cov_9.27454_1" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1957" 1957 "Kim19_D_NODE_3705_length_1383_cov_7.69852_1" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1958" 1958 "Kim19_D_NODE_1909_length_2623_cov_8.23243_1" "Kim19_D" "assembled" "Kim19" 1 1 12 43 39 43 42 43
"1959" 1959 "Kim19_D_NODE_4009_length_1248_cov_7.07572_1" "Kim19_D" "assembled" "Kim19" 5 5 6 9 5 8 8 7
"1960" 1960 "Kim19_D_NODE_4023_length_1243_cov_15.2512_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1961" 1961 "Kim19_D_NODE_2976_length_1772_cov_5.67913_1" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1962" 1962 "Kim19_D_NODE_2650_length_2009_cov_41.8649_1" "Kim19_D" "assembled" "Kim19" 1 1 2 57 2 62 66 70
"1963" 1963 "Kim19_D_NODE_3594_length_1434_cov_7.04425_1" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1964" 1964 "Kim19_D_NODE_2051_length_2490_cov_19.8991_1" "Kim19_D" "assembled" "Kim19" 1 1 7 14 14 15 15 16
"1965" 1965 "Kim19_D_NODE_3522_length_1464_cov_53.6066_2" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1966" 1966 "Kim19_D_NODE_4488_length_1068_cov_2.97681_2" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1967" 1967 "Kim19_D_NODE_250_length_6461_cov_28.1394_1" "Kim19_D" "assembled" "Kim19" 1 1 2 46 41 47 46 45
"1968" 1968 "Kim19_D_NODE_5019_length_893_cov_5.10465_1" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1969" 1969 "Kim19_D_NODE_483_length_5288_cov_7.18421_1" "Kim19_D" "assembled" "Kim19" 1 1 12 20 15 17 18 19
"1970" 1970 "Kim19_D_NODE_4397_length_1101_cov_53.867_1" "Kim19_D" "assembled" "Kim19" 1 1 1 6 7 6 6 5
"1971" 1971 "Kim19_D_NODE_3392_length_1530_cov_4.92452_1" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 92
"1972" 1972 "Kim19_D_NODE_442_length_5452_cov_20.305_1" "Kim19_D" "assembled" "Kim19" 3 2 29 36 32 33 35 33
"1973" 1973 "Kim19_D_NODE_2280_length_2294_cov_20.3901_1" "Kim19_D" "assembled" "Kim19" 1 1 39 53 45 55 56 56
"1974" 1974 "Kim19_D_NODE_2765_length_1923_cov_8.04497_1" "Kim19_D" "assembled" "Kim19" 3 4 5 13 13 13 13 11
"1975" 1975 "Kim19_D_NODE_2151_length_2389_cov_4.56324_1" "Kim19_D" "assembled" "Kim19" 3 4 5 5 6 5 5 3
"1976" 1976 "Kim19_D_NODE_952_length_4030_cov_17.0333_1" "Kim19_D" "assembled" "Kim19" 1 1 15 15 16 21 21 22
"1977" 1977 "Kim19_D_NODE_5647_length_733_cov_19.6314_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1978" 1978 "Kim19_D_NODE_4884_length_931_cov_27.5568_1" "Kim19_D" "assembled" "Kim19" 1 1 1 1 1 1 1 1
"1979" 1979 "Kim19_D_NODE_4537_length_1046_cov_11.4047_1" "Kim19_D" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1980" 1980 "Kim19_D_NODE_4174_length_1180_cov_2.87707_1" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 23 84
"1981" 1981 "Kim19_D_NODE_4767_length_966_cov_14.5027_1" "Kim19_D" "assembled" "Kim19" 3 2 4 59 4 71 81 88
"1982" 1982 "Kim19_D_NODE_2088_length_2452_cov_6.35138_1" "Kim19_D" "assembled" "Kim19" 1 1 15 15 16 21 21 22
"1983" 1983 "Kim19_D_NODE_3977_length_1259_cov_3.00489_1" "Kim19_D" "assembled" "Kim19" 1 1 2 2 2 2 2 4
"1984" 1984 "Kim19_D_NODE_4832_length_943_cov_5.06154_1" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1985" 1985 "Kim19_D_NODE_5433_length_779_cov_8.54155_1" "Kim19_D" "assembled" "Kim19" 3 4 5 13 6 13 13 11
"1986" 1986 "Kim19_D_NODE_5575_length_749_cov_6.45391_1" "Kim19_D" "assembled" "Kim19" 3 4 5 13 6 13 13 11
"1987" 1987 "Kim19_D_NODE_4028_length_1241_cov_8.13328_1" "Kim19_D" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1988" 1988 "Kim19_D_NODE_4836_length_942_cov_4.70627_1" "Kim19_D" "assembled" "Kim19" 3 2 4 4 4 3 3 2
"1989" 1989 "Kim19_D_NODE_5601_length_743_cov_11.707_1" "Kim19_D" "assembled" "Kim19" 1 1 7 6 7 6 6 5
"1990" 1990 "Kim19_D_NODE_4495_length_1066_cov_9.89545_1" "Kim19_D" "assembled" "Kim19" 5 5 6 10 5 10 9 9
"1991" 1991 "Kim19_D_NODE_3735_length_1366_cov_5.34059_1" "Kim19_D" "assembled" "Kim19" 1 1 2 35 2 36 12 13
