Experiment,Samples combined,Cat Sample stage(s),Sample_stage,Analysis?,Strandedness?,file_prefix,Concatenated file,Rationale,Single end?,Geography_source,Paper,sample,fastq_1,fastq_2,accession,run_accession,experiment_accession,sample_accession,secondary_sample_accession,study_accession,secondary_study_accession,parent_study,submission_accession,run_alias,experiment_alias,sample_alias,study_alias,library_layout,library_selection,library_source,library_strategy,library_name,instrument_model,instrument_platform,base_count,read_count,tax_id,scientific_name,sample_title,experiment_title,study_title,description,sample_description,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera,assembly,ht_index
Kim19,A_0 before CQ,Asexual_Mixed,BL01_0hr,scspades-complete,Stranded,,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158512,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158512_SRR8347515_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158512_SRR8347515_2.fastq.gz,SAMN10605276,SRR8347515,SRX5158512,SAMN10605276,SRS4168330,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_1.A_0_R1.fastq.gz,A_0,A_0,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,A_0,Illumina HiSeq 2500,ILLUMINA,69253100,692531,5855,Plasmodium vivax,BL01_0hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL01_0hr,2899d785cf6310ca8e28c9cdf6fe278c;64742ce727dbb7e2df7425e2f769f280,19700433;21323885,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_A/Kim19_A_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_A_0.95_cdhitest.fasta
Kim19,F_1,Asexual_Mixed,BL07_8hr,scspades-complete,Stranded,Kim19_F,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158534,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158534_SRR8347493_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158534_SRR8347493_2.fastq.gz,SAMN10605287,SRR8347493,SRX5158534,SAMN10605287,SRS4168352,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_12.F_1_R1.fastq.gz,F_1,F_1,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,F_1,Illumina HiSeq 2500,ILLUMINA,188409600,1884096,5855,Plasmodium vivax,BL07_8hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL07_8hr,94965dc96989b0ee14478c97352c9a0e;eb2d1d542b8df4221e06e80307d71b92,55498115;56859093,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/003/SRR8347493/SRR8347493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/003/SRR8347493/SRR8347493_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/003/SRR8347493/SRR8347493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/003/SRR8347493/SRR8347493_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/003/SRR8347493/SRR8347493_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/003/SRR8347493/SRR8347493_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_F/Kim19_F_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_F_0.95_cdhitest.fasta
Kim19,G_0,Asexual_Mixed,BL08_0hr,scspades-complete,Stranded,,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158531,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158531_SRR8347496_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158531_SRR8347496_2.fastq.gz,SAMN10605288,SRR8347496,SRX5158531,SAMN10605288,SRS4168349,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_13.G_0_R1.fastq.gz,G_0,G_0,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,G_0,Illumina HiSeq 2500,ILLUMINA,622495100,6224951,5855,Plasmodium vivax,BL08_0hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL08_0hr,72fc0219518eea860ad8c2113f0ad0f7;b6f8b7524d083cb9955401ef99c7acac,182251421;186361447,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347496/SRR8347496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347496/SRR8347496_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347496/SRR8347496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347496/SRR8347496_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/006/SRR8347496/SRR8347496_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/006/SRR8347496/SRR8347496_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_G/Kim19_G_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_G_0.95_cdhitest.fasta
Kim19,G_1,Asexual_Mixed,BL08_8hr,scspades-complete,Stranded,Kim19_G,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158532,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158532_SRR8347495_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158532_SRR8347495_2.fastq.gz,SAMN10605289,SRR8347495,SRX5158532,SAMN10605289,SRS4168350,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_14.G_1_R1.fastq.gz,G_1,G_1,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,G_1,Illumina HiSeq 2500,ILLUMINA,94972600,949726,5855,Plasmodium vivax,BL08_8hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL08_8hr,c2cda39a23ace78750dbb0ffbb87e7aa;8bfa99b9820d8d00912d4469a7b4c132,27408843;28957554,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347495/SRR8347495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347495/SRR8347495_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347495/SRR8347495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347495/SRR8347495_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/005/SRR8347495/SRR8347495_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/005/SRR8347495/SRR8347495_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_G/Kim19_G_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_G_0.95_cdhitest.fasta
Kim19,H_0,Asexual_Mixed,BL09_0hr,scspades-complete,Stranded,,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158529,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158529_SRR8347498_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158529_SRR8347498_2.fastq.gz,SAMN10605290,SRR8347498,SRX5158529,SAMN10605290,SRS4168347,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_15.H_0_R1.fastq.gz,H_0,H_0,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,H_0,Illumina HiSeq 2500,ILLUMINA,111498000,1114980,5855,Plasmodium vivax,BL09_0hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL09_0hr,498a59ffd222ddebb6e0c80fb77301aa;5f500dca560cf151a3a4680c3d84f986,32684669;34413597,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/008/SRR8347498/SRR8347498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/008/SRR8347498/SRR8347498_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/008/SRR8347498/SRR8347498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/008/SRR8347498/SRR8347498_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/008/SRR8347498/SRR8347498_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/008/SRR8347498/SRR8347498_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_H/Kim19_H_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_H_0.95_cdhitest.fasta
Kim19,H_1,Asexual_Mixed,BL09_8hr,scspades-complete,Stranded,Kim19_H,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158530,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158530_SRR8347497_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158530_SRR8347497_2.fastq.gz,SAMN10605291,SRR8347497,SRX5158530,SAMN10605291,SRS4168348,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_16.H_1_R1.fastq.gz,H_1,H_1,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,H_1,Illumina HiSeq 2500,ILLUMINA,309493900,3094939,5855,Plasmodium vivax,BL09_8hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL09_8hr,bf7f3d7761187799366bc5451d25b6ed;fcab06ea10d8d2369d65d0aa017dc21e,80636110;86248961,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347497/SRR8347497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347497/SRR8347497_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347497/SRR8347497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347497/SRR8347497_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/007/SRR8347497/SRR8347497_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/007/SRR8347497/SRR8347497_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_H/Kim19_H_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_H_0.95_cdhitest.fasta
Kim19,I_0,Asexual_Mixed,BL10_0hr,scspades-complete,Stranded,,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158527,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158527_SRR8347500_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158527_SRR8347500_2.fastq.gz,SAMN10605292,SRR8347500,SRX5158527,SAMN10605292,SRS4168345,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_18.I_0_R1.fastq.gz,I_0,I_0,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,I_0,Illumina HiSeq 2500,ILLUMINA,100285200,1002852,5855,Plasmodium vivax,BL10_0hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL10_0hr,cb4f8ef4d3b28ad9d2831a32352b86ab;6783c9bb2afac6aa16d8085bf671940d,30075762;31615619,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/000/SRR8347500/SRR8347500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/000/SRR8347500/SRR8347500_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/000/SRR8347500/SRR8347500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/000/SRR8347500/SRR8347500_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/000/SRR8347500/SRR8347500_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/000/SRR8347500/SRR8347500_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_I/Kim19_I_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_I_0.95_cdhitest.fasta
Kim19,I_1,Asexual_Mixed,BL10_8hr,scspades-complete,Stranded,Kim19_I,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158528,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158528_SRR8347499_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158528_SRR8347499_2.fastq.gz,SAMN10605293,SRR8347499,SRX5158528,SAMN10605293,SRS4168346,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_19.I_1_R1.fastq.gz,I_1,I_1,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,I_1,Illumina HiSeq 2500,ILLUMINA,17459300,174593,5855,Plasmodium vivax,BL10_8hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL10_8hr,d95e960dfa0883d1e897cd6d5c1ddb04;8fc8ab982828c1bebcfb1b951e5492a3,5026902;5418344,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/009/SRR8347499/SRR8347499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/009/SRR8347499/SRR8347499_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/009/SRR8347499/SRR8347499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/009/SRR8347499/SRR8347499_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/009/SRR8347499/SRR8347499_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/009/SRR8347499/SRR8347499_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_I/Kim19_I_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_I_0.95_cdhitest.fasta
Kim19,J_0,Asexual_Mixed,BL11_0hr,scspades-complete,Stranded,,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158525,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158525_SRR8347502_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158525_SRR8347502_2.fastq.gz,SAMN10605294,SRR8347502,SRX5158525,SAMN10605294,SRS4168343,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_20.J_0_R1.fastq.gz,J_0,J_0,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,J_0,Illumina HiSeq 2500,ILLUMINA,1923651400,19236514,5855,Plasmodium vivax,BL11_0hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL11_0hr,e1a7fdd14d7feaa84095388d3f589b18;2cb44243bd7ad0b927f12225e20fa441,542897873;556343826,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/002/SRR8347502/SRR8347502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/002/SRR8347502/SRR8347502_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/002/SRR8347502/SRR8347502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/002/SRR8347502/SRR8347502_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/002/SRR8347502/SRR8347502_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/002/SRR8347502/SRR8347502_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_J/Kim19_J_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_J_0.95_cdhitest.fasta
Kim19,J_1,Asexual_Mixed,BL11_8hr,scspades-complete,Stranded,Kim19_J,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158526,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158526_SRR8347501_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158526_SRR8347501_2.fastq.gz,SAMN10605295,SRR8347501,SRX5158526,SAMN10605295,SRS4168344,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_21.J_1_R1.fastq.gz,J_1,J_1,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,J_1,Illumina HiSeq 2500,ILLUMINA,195375400,1953754,5855,Plasmodium vivax,BL11_8hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL11_8hr,b319ec4b1458d4aefefc2ea8d58fafd0;1a98c625da6336b0ecac3f2324f48c68,57576747;59219201,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/001/SRR8347501/SRR8347501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/001/SRR8347501/SRR8347501_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/001/SRR8347501/SRR8347501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/001/SRR8347501/SRR8347501_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/001/SRR8347501/SRR8347501_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/001/SRR8347501/SRR8347501_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_J/Kim19_J_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_J_0.95_cdhitest.fasta
Kim19,K_0,Asexual_Mixed,BL12_0hr,scspades-complete,Stranded,,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158501,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158501_SRR8347526_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158501_SRR8347526_2.fastq.gz,SAMN10605296,SRR8347526,SRX5158501,SAMN10605296,SRS4168319,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_22.K_0_R1.fastq.gz,K_0,K_0,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,K_0,Illumina HiSeq 2500,ILLUMINA,1354066500,13540665,5855,Plasmodium vivax,BL12_0hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL12_0hr,aa01c421c98d8359ab4d9253b9544d1f;aeacc808be6579e2253bb8c8d92a04ad,389221544;392791137,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347526/SRR8347526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347526/SRR8347526_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347526/SRR8347526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/006/SRR8347526/SRR8347526_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/006/SRR8347526/SRR8347526_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/006/SRR8347526/SRR8347526_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_K/Kim19_K_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_K_0.95_cdhitest.fasta
Kim19,K_1,Asexual_Mixed,BL12_8hr,scspades-complete,Stranded,Kim19_K,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158500,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158500_SRR8347527_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158500_SRR8347527_2.fastq.gz,SAMN10605297,SRR8347527,SRX5158500,SAMN10605297,SRS4168318,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_23.K_1_R1.fastq.gz,K_1,K_1,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,K_1,Illumina HiSeq 2500,ILLUMINA,42578400,425784,5855,Plasmodium vivax,BL12_8hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL12_8hr,ffd17a88fac0bb01d4c46c914253f654;db74f2b30c00febc652c4e501b81fea9,12126384;12855938,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347527/SRR8347527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347527/SRR8347527_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347527/SRR8347527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/007/SRR8347527/SRR8347527_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/007/SRR8347527/SRR8347527_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/007/SRR8347527/SRR8347527_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_K/Kim19_K_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_K_0.95_cdhitest.fasta
