label,Id,source,subfam,expt,30pid25lngthI1.2,30pid25lngthI1.4,30pid25lngthI1.8,30pid25lngthI2,30pid25lngthI2.5,30pid25lngthI3,30pid25lngthI4,30pid25lngthI6
SRX2884277_SRR5646670_NODE_4281_length_1152_cov_21.9741_1,1520,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_2428_length_2325_cov_36.2474_1,1521,SRX2884277_SRR5646670,assembled,Kim17,1,1,7,7,6,6,6,5
SRX2884277_SRR5646670_NODE_2007_length_2693_cov_23.6241_1,1522,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_1377_length_3511_cov_9.60955_1,1523,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_1298_length_3652_cov_11.2918_1,1524,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_3488_length_1535_cov_40.5832_1,1525,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_2762_length_2040_cov_6.85949_1,1526,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,51,54,54,53
SRX2884277_SRR5646670_NODE_1665_length_3064_cov_15.0973_1,1527,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,25
SRX2884277_SRR5646670_NODE_4032_length_1257_cov_14.2279_1,1528,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_1937_length_2771_cov_5.74543_1,1529,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,23,35
SRX2884277_SRR5646670_NODE_3578_length_1482_cov_34.2429_1,1530,SRX2884277_SRR5646670,assembled,Kim17,1,1,7,7,6,6,6,5
SRX2884277_SRR5646670_NODE_172_length_8200_cov_16.0377_5,1531,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_1778_length_2921_cov_5.44148_2,1532,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_3640_length_1450_cov_19.1538_1,1533,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_3630_length_1456_cov_6.2558_1,1534,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_1693_length_3024_cov_44.8602_1,1535,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_4242_length_1170_cov_29.8056_1,1536,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_568_length_5361_cov_12.8425_3,1537,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,56,48,38,58
SRX2884277_SRR5646670_NODE_4004_length_1269_cov_29.7638_1,1538,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_2484_length_2270_cov_54.3876_1,1539,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,6,5,5,5,3
SRX2884277_SRR5646670_NODE_4773_length_968_cov_51.2374_1,1540,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,6,5,5,5,3
SRX2884277_SRR5646670_NODE_4497_length_1066_cov_8.53049_1,1541,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,6,5,5,5,3
SRX2884277_SRR5646670_NODE_2517_length_2244_cov_10.8833_1,1542,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_2633_length_2143_cov_7.45261_1,1543,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,52,92,99,115
SRX2884277_SRR5646670_NODE_2044_length_2654_cov_36.6436_1,1544,SRX2884277_SRR5646670,assembled,Kim17,1,1,7,14,14,15,15,16
SRX2884277_SRR5646670_NODE_2310_length_2418_cov_115.859_1,1545,SRX2884277_SRR5646670,assembled,Kim17,1,1,7,14,14,15,15,16
SRX2884277_SRR5646670_NODE_4263_length_1164_cov_13.0318_1,1546,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_4322_length_1136_cov_5.49501_1,1547,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_1715_length_3002_cov_10.6127_1,1548,SRX2884277_SRR5646670,assembled,Kim17,1,1,12,39,43,43,42,43
SRX2884277_SRR5646670_NODE_4538_length_1048_cov_4.23744_1,1549,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,39,37,72,66
SRX2884277_SRR5646670_NODE_4051_length_1247_cov_4.09885_1,1550,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_204_length_7795_cov_11.6232_1,1551,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,19,27,55,55
SRX2884277_SRR5646670_NODE_910_length_4361_cov_27.155_2,1552,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_6065_length_636_cov_55.0614_1,1553,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,6,5,5,5,3
SRX2884277_SRR5646670_NODE_2486_length_2274_cov_4.38926_2,1554,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,67,71
SRX2884277_SRR5646670_NODE_2015_length_2679_cov_14.7868_1,1555,SRX2884277_SRR5646670,assembled,Kim17,1,1,15,16,15,21,21,22
SRX2884277_SRR5646670_NODE_1519_length_3283_cov_16.6449_2,1556,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,32
SRX2884277_SRR5646670_NODE_1723_length_2996_cov_8.35403_2,1557,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,35
SRX2884277_SRR5646670_NODE_3679_length_1432_cov_37.4625_1,1558,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_1831_length_2871_cov_78.2181_1,1559,SRX2884277_SRR5646670,assembled,Kim17,1,1,7,14,14,15,15,16
SRX2884277_SRR5646670_NODE_300_length_6747_cov_40.9774_4,1560,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,41,46,47,46,45
SRX2884277_SRR5646670_NODE_4701_length_992_cov_13.5495_1,1561,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,6,5,5,5,3
SRX2884277_SRR5646670_NODE_3869_length_1324_cov_18.6716_1,1562,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_2373_length_2363_cov_11.4983_1,1563,SRX2884277_SRR5646670,assembled,Kim17,1,1,12,15,20,17,18,19
SRX2884277_SRR5646670_NODE_249_length_7247_cov_15.4452_2,1564,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,50,48,50
SRX2884277_SRR5646670_NODE_1089_length_4028_cov_11.0125_1,1565,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,13,13,13,13,11
SRX2884277_SRR5646670_NODE_5071_length_872_cov_5.01192_1,1566,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_4702_length_992_cov_14.4745_1,1567,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,13,13,13,13,11
SRX2884277_SRR5646670_NODE_5044_length_881_cov_3.98349_1,1568,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_4568_length_1038_cov_4.5194_1,1569,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,13,13,13,13,11
SRX2884277_SRR5646670_NODE_1364_length_3525_cov_4.23482_3,1570,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,59
SRX2884277_SRR5646670_NODE_2387_length_2352_cov_15.3221_1,1571,SRX2884277_SRR5646670,assembled,Kim17,1,1,12,15,20,100,112,135
SRX2884277_SRR5646670_NODE_680_length_4955_cov_42.1597_2,1572,SRX2884277_SRR5646670,assembled,Kim17,3,2,29,32,36,33,35,33
SRX2884277_SRR5646670_NODE_3361_length_1614_cov_6.03605_1,1573,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,23,35
SRX2884277_SRR5646670_NODE_4067_length_1240_cov_26.826_1,1574,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_4049_length_1248_cov_9.66749_1,1575,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_568_length_5361_cov_12.8425_2,1576,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,92
SRX2884277_SRR5646670_NODE_2477_length_2274_cov_14.3632_1,1577,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,15,52,64,73,78
SRX2884277_SRR5646670_NODE_4899_length_925_cov_6.60538_1,1578,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_4837_length_944_cov_16.6718_1,1579,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_4436_length_1090_cov_3.13529_1,1580,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_5763_length_698_cov_5.39098_1,1581,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_2963_length_1887_cov_15.1872_1,1582,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,80,101,113,136
SRX2884277_SRR5646670_NODE_1475_length_3370_cov_8.1801_2,1583,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_1723_length_2996_cov_8.35403_1,1584,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,23,35
SRX2884277_SRR5646670_NODE_2928_length_1912_cov_3.23789_1,1585,SRX2884277_SRR5646670,assembled,Kim17,1,1,33,28,30,63,71,77
SRX2884277_SRR5646670_NODE_5851_length_679_cov_20.1068_1,1586,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,1
SRX2884277_SRR5646670_NODE_4524_length_1053_cov_5.83039_1,1587,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_2730_length_2065_cov_7.74754_1,1588,SRX2884277_SRR5646670,assembled,Kim17,1,1,15,16,15,21,21,44
SRX2884277_SRR5646670_NODE_1413_length_3464_cov_13.9834_2,1589,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_6098_length_630_cov_3.1675_1,1590,SRX2884277_SRR5646670,assembled,Kim17,3,2,4,4,4,3,3,2
SRX2884277_SRR5646670_NODE_1413_length_3464_cov_13.9834_1,1591,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,133
SRX2884277_SRR5646670_NODE_4816_length_951_cov_33.0458_1,1592,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,68
SRX2884277_SRR5646670_NODE_826_length_4571_cov_17.2347_1,1593,SRX2884277_SRR5646670,assembled,Kim17,1,1,15,16,15,56,49,44
SRX2884277_SRR5646670_NODE_3342_length_1630_cov_13.3456_1,1594,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_4037_length_1254_cov_20.0942_1,1595,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_4008_length_1268_cov_19.4648_1,1596,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,21
SRX2884277_SRR5646670_NODE_2188_length_2525_cov_12.0301_1,1597,SRX2884277_SRR5646670,assembled,Kim17,1,1,14,17,16,25,24,103
SRX2884277_SRR5646670_NODE_2269_length_2450_cov_7.0993_1,1598,SRX2884277_SRR5646670,assembled,Kim17,1,1,14,17,16,66,75,80
SRX2884277_SRR5646670_NODE_335_length_6457_cov_14.555_1,1599,SRX2884277_SRR5646670,assembled,Kim17,1,1,14,17,16,25,24,62
SRX2884277_SRR5646670_NODE_4589_length_1029_cov_12.1054_1,1600,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_2186_length_2526_cov_17.3614_1,1601,SRX2884277_SRR5646670,assembled,Kim17,1,12,35,38,41,42,51,47
SRX2884277_SRR5646670_NODE_4628_length_1016_cov_9.45168_1,1602,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_3978_length_1277_cov_4.13023_1,1603,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_4721_length_986_cov_10.128_1,1604,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_4777_length_967_cov_8.88544_1,1605,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_4697_length_994_cov_7.86993_1,1606,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_4248_length_1169_cov_18.2632_1,1607,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_3093_length_1787_cov_14.8096_1,1608,SRX2884277_SRR5646670,assembled,Kim17,2,18,25,25,28,28,25,26
SRX2884277_SRR5646670_NODE_3413_length_1588_cov_11.4958_1,1609,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,6
SRX2884277_SRR5646670_NODE_4743_length_978_cov_28.7122_1,1610,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_3364_length_1613_cov_56.3158_1,1611,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,12
SRX2884277_SRR5646670_NODE_3356_length_1617_cov_13.1193_1,1612,SRX2884277_SRR5646670,assembled,Kim17,3,4,5,6,5,5,5,3
SRX2884277_SRR5646670_NODE_5271_length_822_cov_3.55513_1,1613,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,52,63,70,80,87
SRX2884277_SRR5646670_NODE_4869_length_935_cov_18.6153_1,1614,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,10,10,9,9
SRX2884277_SRR5646670_NODE_5340_length_805_cov_4.23834_1,1615,SRX2884277_SRR5646670,assembled,Kim17,2,18,25,25,28,28,25,26
SRX2884277_SRR5646670_NODE_1475_length_3370_cov_8.1801_1,1616,SRX2884277_SRR5646670,assembled,Kim17,1,17,2,2,2,2,2,149
SRX2884277_SRR5646670_NODE_4752_length_973_cov_18.8819_1,1617,SRX2884277_SRR5646670,assembled,Kim17,5,5,6,5,9,8,8,7
SRX2884277_SRR5646670_NODE_4455_length_1083_cov_5.40381_2,1618,SRX2884277_SRR5646670,assembled,Kim17,2,9,11,11,90,115,124,153
SRX2884277_SRR5646670_NODE_172_length_8200_cov_16.0377_3,1619,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_3812_length_1353_cov_25.3182_1,1620,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,12
SRX2884277_SRR5646670_NODE_3950_length_1286_cov_5.60894_1,1621,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,6
SRX2884277_SRR5646670_NODE_3687_length_1429_cov_7.89398_1,1622,SRX2884277_SRR5646670,assembled,Kim17,2,6,8,8,7,7,7,8
SRX2884277_SRR5646670_NODE_1760_length_2948_cov_16.5636_1,1623,SRX2884277_SRR5646670,assembled,Kim17,3,4,42,48,58,65,74,79
SRX2884277_SRR5646670_NODE_1778_length_2921_cov_5.44148_1,1624,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,4
SRX2884277_SRR5646670_NODE_4505_length_1062_cov_6.7483_1,1625,SRX2884277_SRR5646670,assembled,Kim17,2,6,8,8,7,7,7,8
SRX2884277_SRR5646670_NODE_1519_length_3283_cov_16.6449_1,1626,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,58,32
SRX2884277_SRR5646670_NODE_4446_length_1085_cov_5.17586_1,1627,SRX2884277_SRR5646670,assembled,Kim17,9,15,20,20,23,19,19,140
SRX2884277_SRR5646670_NODE_3849_length_1334_cov_4.58186_2,1628,SRX2884277_SRR5646670,assembled,Kim17,1,1,14,17,16,76,84,93
SRX2884277_SRR5646670_NODE_3023_length_1843_cov_24.1442_1,1629,SRX2884277_SRR5646670,assembled,Kim17,2,7,9,9,8,9,11,15
SRX2884277_SRR5646670_NODE_4157_length_1204_cov_43.4637_1,1630,SRX2884277_SRR5646670,assembled,Kim17,1,1,1,1,1,1,1,18
SRX2884277_SRR5646670_NODE_249_length_7247_cov_15.4452_1,1631,SRX2884277_SRR5646670,assembled,Kim17,1,17,2,2,54,50,48,50
SRX2884277_SRR5646670_NODE_3916_length_1302_cov_14.3176_1,1632,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,98
SRX2884277_SRR5646670_NODE_4028_length_1261_cov_4.76629_1,1633,SRX2884277_SRR5646670,assembled,Kim17,1,1,13,12,11,12,12,13
SRX2884277_SRR5646670_NODE_3228_length_1700_cov_20.7025_1,1634,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,6
SRX2884277_SRR5646670_NODE_3115_length_1775_cov_14.066_1,1635,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,11,10,10
SRX2884277_SRR5646670_NODE_4501_length_1064_cov_4.70514_1,1636,SRX2884277_SRR5646670,assembled,Kim17,8,11,30,33,38,35,34,42
SRX2884277_SRR5646670_NODE_4265_length_1164_cov_8.19275_1,1637,SRX2884277_SRR5646670,assembled,Kim17,10,19,27,29,34,31,29,30
SRX2884277_SRR5646670_NODE_4918_length_917_cov_3.87443_1,1638,SRX2884277_SRR5646670,assembled,Kim17,3,2,36,30,32,58,61,110
SRX2884277_SRR5646670_NODE_5544_length_750_cov_3.87448_1,1639,SRX2884277_SRR5646670,assembled,Kim17,2,6,8,8,7,7,7,8
SRX2884277_SRR5646670_NODE_568_length_5361_cov_12.8425_1,1640,SRX2884277_SRR5646670,assembled,Kim17,1,1,2,2,2,2,2,92
SRX2884277_SRR5646670_NODE_4324_length_1136_cov_5.80508_1,1641,SRX2884277_SRR5646670,assembled,Kim17,1,12,22,22,24,93,95,118
SRX2884277_SRR5646670_NODE_172_length_8200_cov_16.0377_1,1642,SRX2884277_SRR5646670,assembled,Kim17,2,26,49,59,74,87,98,113
SRX2884277_SRR5646670_NODE_4283_length_1151_cov_9.55456_1,1643,SRX2884277_SRR5646670,assembled,Kim17,2,9,11,11,12,14,14,14
SRX2884277_SRR5646670_NODE_3883_length_1316_cov_7.85113_1,1644,SRX2884277_SRR5646670,assembled,Kim17,2,6,8,8,7,45,33,39
SRX2884277_SRR5646670_NODE_2332_length_2396_cov_28.2171_1,1645,SRX2884277_SRR5646670,assembled,Kim17,2,20,31,34,55,59,62,64
SRX2884277_SRR5646670_NODE_3824_length_1347_cov_3.37823_1,1646,SRX2884277_SRR5646670,assembled,Kim17,1,1,13,12,11,12,12,13
SRX2884277_SRR5646670_NODE_3532_length_1510_cov_20.742_1,1647,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,12
SRX2884277_SRR5646670_NODE_4334_length_1133_cov_6.96909_1,1648,SRX2884277_SRR5646670,assembled,Kim17,1,1,13,12,11,12,12,13
SRX2884277_SRR5646670_NODE_202_length_7801_cov_80.4679_3,1649,SRX2884277_SRR5646670,assembled,Kim17,2,10,16,27,29,29,28,28
SRX2884277_SRR5646670_NODE_4275_length_1153_cov_6.85179_1,1650,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,11,10,10
SRX2884277_SRR5646670_NODE_4851_length_939_cov_5.61038_1,1651,SRX2884277_SRR5646670,assembled,Kim17,5,5,43,73,86,107,123,152
SRX2884277_SRR5646670_NODE_3389_length_1605_cov_11.6527_1,1652,SRX2884277_SRR5646670,assembled,Kim17,2,16,21,24,27,32,32,41
SRX2884277_SRR5646670_NODE_5493_length_763_cov_3.09041_1,1653,SRX2884277_SRR5646670,assembled,Kim17,2,7,9,62,78,96,107,128
SRX2884277_SRR5646670_NODE_1488_length_3335_cov_13.156_1,1654,SRX2884277_SRR5646670,assembled,Kim17,6,29,51,63,79,99,111,132
SRX2884277_SRR5646670_NODE_2056_length_2638_cov_11.2119_1,1655,SRX2884277_SRR5646670,assembled,Kim17,6,8,10,10,89,113,129,162
SRX2884277_SRR5646670_NODE_3703_length_1419_cov_13.5642_1,1656,SRX2884277_SRR5646670,assembled,Kim17,2,13,17,18,18,16,16,17
SRX2884277_SRR5646670_NODE_5640_length_727_cov_6.23919_1,1657,SRX2884277_SRR5646670,assembled,Kim17,2,13,17,18,18,16,16,17
SRX2884277_SRR5646670_NODE_3946_length_1287_cov_15.862_1,1658,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,11,4,12
SRX2884277_SRR5646670_NODE_1615_length_3139_cov_55.2357_1,1659,SRX2884277_SRR5646670,assembled,Kim17,2,20,31,34,69,82,93,108
SRX2884277_SRR5646670_NODE_5717_length_708_cov_5.47111_1,1660,SRX2884277_SRR5646670,assembled,Kim17,2,16,21,24,27,32,32,41
SRX2884277_SRR5646670_NODE_4782_length_963_cov_9.78387_1,1661,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,6
SRX2884277_SRR5646670_NODE_5410_length_786_cov_9.89509_1,1662,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,21
SRX2884277_SRR5646670_NODE_1612_length_3142_cov_15.872_2,1663,SRX2884277_SRR5646670,assembled,Kim17,6,8,10,10,17,22,22,24
SRX2884277_SRR5646670_NODE_3790_length_1367_cov_4.003_1,1664,SRX2884277_SRR5646670,assembled,Kim17,0,0,0,0,0,0,0,0
SRX2884277_SRR5646670_NODE_4622_length_1017_cov_7.18293_1,1665,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,6
SRX2884277_SRR5646670_NODE_4616_length_1018_cov_6.6_1,1666,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,21
SRX2884277_SRR5646670_NODE_5996_length_651_cov_2.89806_1,1667,SRX2884277_SRR5646670,assembled,Kim17,2,7,9,9,8,9,11,143
SRX2884277_SRR5646670_NODE_4417_length_1099_cov_5.27298_1,1668,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,12
SRX2884277_SRR5646670_NODE_3499_length_1528_cov_12.5298_1,1669,SRX2884277_SRR5646670,assembled,Kim17,8,11,37,44,50,53,53,52
SRX2884277_SRR5646670_NODE_3545_length_1499_cov_11.7742_1,1670,SRX2884277_SRR5646670,assembled,Kim17,9,15,20,20,23,19,19,23
SRX2884277_SRR5646670_NODE_2753_length_2042_cov_15.9587_1,1671,SRX2884277_SRR5646670,assembled,Kim17,6,8,10,10,83,104,120,146
SRX2884277_SRR5646670_NODE_3532_length_1510_cov_20.742_2,1672,SRX2884277_SRR5646670,assembled,Kim17,4,3,3,3,3,4,4,6
SRX5158517_SRR8347510_NODE_235_length_1770_cov_10.0236_1,1673,SRX5158517_SRR8347510,assembled,Kim17,3,4,5,6,5,5,5,3
SRX5158517_SRR8347510_NODE_274_length_1640_cov_7.53391_1,1674,SRX5158517_SRR8347510,assembled,Kim17,1,1,32,37,35,36,37,36
SRX5158517_SRR8347510_NODE_185_length_1959_cov_9.47248_1,1675,SRX5158517_SRR8347510,assembled,Kim17,3,4,5,6,5,5,5,3
SRX5158517_SRR8347510_NODE_49_length_2852_cov_8.68393_1,1676,SRX5158517_SRR8347510,assembled,Kim17,3,4,5,6,5,5,5,3
SRX5158517_SRR8347510_NODE_177_length_1989_cov_10.3073_2,1677,SRX5158517_SRR8347510,assembled,Kim17,1,1,1,1,1,1,1,18
SRX5158517_SRR8347510_NODE_193_length_1931_cov_10.8066_1,1678,SRX5158517_SRR8347510,assembled,Kim17,1,1,1,1,1,1,44,37
SRX5158517_SRR8347510_NODE_428_length_1346_cov_7.56436_1,1679,SRX5158517_SRR8347510,assembled,Kim17,1,1,26,26,31,30,27,27
SRX5158517_SRR8347510_NODE_376_length_1433_cov_6.12714_3,1680,SRX5158517_SRR8347510,assembled,Kim17,1,1,15,16,15,21,21,22
SRX5158517_SRR8347510_NODE_213_length_1853_cov_10.2231_1,1681,SRX5158517_SRR8347510,assembled,Kim17,2,20,31,34,55,59,62,64
SRX5158517_SRR8347510_NODE_31_length_3180_cov_48.5294_1,1682,SRX5158517_SRR8347510,assembled,Kim17,2,10,16,43,47,52,52,48
SRX5158494_SRR8347533_NODE_9_length_2549_cov_16.2369_1,1683,SRX5158494_SRR8347533,assembled,Kim17,2,10,16,27,29,29,28,28
SRX5158494_SRR8347533_NODE_66_length_1283_cov_16.5184_1,1684,SRX5158494_SRR8347533,assembled,Kim17,2,10,16,43,47,52,52,48
SRX5158495_SRR8347532_NODE_221_length_2610_cov_22.3993_1,1685,SRX5158495_SRR8347532,assembled,Kim17,1,1,32,37,35,36,37,36
SRX5158495_SRR8347532_NODE_310_length_2325_cov_10.8421_1,1686,SRX5158495_SRR8347532,assembled,Kim17,1,1,7,7,6,6,6,5
SRX5158495_SRR8347532_NODE_341_length_2222_cov_21.3952_2,1687,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_598_length_1657_cov_18.8682_1,1688,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_529_length_1775_cov_18.0936_1,1689,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_659_length_1567_cov_28.2295_1,1690,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_368_length_2152_cov_19.874_1,1691,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_878_length_1329_cov_18.6867_1,1692,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_347_length_2205_cov_14.3803_1,1693,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_399_length_2056_cov_15.91_1,1694,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_841_length_1368_cov_16.585_1,1695,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_290_length_2387_cov_12.2948_1,1696,SRX5158495_SRR8347532,assembled,Kim17,1,1,1,1,1,1,1,1
SRX5158495_SRR8347532_NODE_349_length_2198_cov_14.8309_1,1697,SRX5158495_SRR8347532,assembled,Kim17,3,4,5,6,5,5,5,3
SRX5158495_SRR8347532_NODE_334_length_2235_cov_18.7775_1,1698,SRX5158495_SRR8347532,assembled,Kim17,1,1,7,7,6,39,39,38
