"Gene ID","source_id","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Deprecated?","Gene Name or Symbol","Previous ID(s)","Product Description","Transcript Product Description","Chromosome","Genomic Location (Gene)","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Paralog count","Protein Length","CDS Length","Molecular Weight","Isoelectric Point","Interpro ID","Interpro Description","PFam ID","PFam Description","PirSF ID","PirSF Description","Prositefamilies ID","Prositefamilies Description","Smart ID","Smart Description","Superfamily ID","Superfamily Description","TigrFam ID","TigrFam Description","GeneDB Updated Product Name"
"PVP01_0200900","PVP01_0200900.1","3","3","1","N/A","N/A","forward","protein coding gene","No","999","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:39,314..40,590(+)","PvP01_02_v2:39314..40590(+)","PvP01_02_v2","4","0","332","999","39633","6.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0201000","PVP01_0201000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1203","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:43,411..44,863(+)","PvP01_02_v2:43411..44863(+)","PvP01_02_v2","4","0","400","1203","46157","4.81","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0201400","PVP01_0201400.1","3","3","1","955","1565","reverse","protein coding gene","No","3549","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:65,907..69,894(-)","PvP01_02_v2:66862..68329(-)","PvP01_02_v2","9","0","342","1029","39591","7.92","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0201500","PVP01_0201500.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1476","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:71,471..73,320(-)","PvP01_02_v2:71471..73320(-)","PvP01_02_v2","6","0","491","1476","55817","8.75","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0201600","PVP01_0201600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1644","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:76,202..78,180(-)","PvP01_02_v2:76202..78180(-)","PvP01_02_v2","3","0","547","1644","59648","7.62","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0201700","PVP01_0201700.1","3","3","1","3199","2561","reverse","protein coding gene","No","6984","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:79,398..86,793(-)","PvP01_02_v2:82597..84232(-)","PvP01_02_v2","15","0","407","1224","47291","7.69","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0201800","PVP01_0201800.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","1140","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:88,922..90,224(-)","PvP01_02_v2:88922..90224(-)","PvP01_02_v2","35","0","379","1140","44502","5.71","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0201900","PVP01_0201900.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","792","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:94,373..95,363(-)","PvP01_02_v2:94373..95363(-)","PvP01_02_v2","12","0","263","792","30966","8.88","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0217300","PVP01_0217300.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1824","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:749,353..751,600(+)","PvP01_02_v2:749353..751600(+)","PvP01_02_v2","2","0","607","1824","71887","7.66","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0217400","PVP01_0217400.1","4","4","1","N/A","N/A","forward","protein coding gene","No","2187","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:752,913..755,492(+)","PvP01_02_v2:752913..755492(+)","PvP01_02_v2","2","0","728","2187","85433","7.59","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0217500","PVP01_0217500.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1899","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:757,984..760,276(+)","PvP01_02_v2:757984..760276(+)","PvP01_02_v2","0","1","632","1899","75411","8.62","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0217600","PVP01_0217600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","885","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:762,052..763,202(-)","PvP01_02_v2:762052..763202(-)","PvP01_02_v2","43","5","294","885","34393","8.11","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0217700","PVP01_0217700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1044","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:765,513..766,812(-)","PvP01_02_v2:765513..766812(-)","PvP01_02_v2","1","0","347","1044","40686","6.49","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0217800","PVP01_0217800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1125","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:769,558..770,980(-)","PvP01_02_v2:769558..770980(-)","PvP01_02_v2","0","0","374","1125","44055","5.3","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0217900","PVP01_0217900.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","972","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:773,498..774,798(-)","PvP01_02_v2:773498..774798(-)","PvP01_02_v2","10","2","323","972","38589","7.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0218000","PVP01_0218000.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2616","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:776,336..779,547(-)","PvP01_02_v2:776336..779547(-)","PvP01_02_v2","7","1","871","2616","103212","7.49","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0218100","PVP01_0218100.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1737","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:784,401..786,587(+)","PvP01_02_v2:784401..786587(+)","PvP01_02_v2","1","0","578","1737","69058","8.24","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0218200","PVP01_0218200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1059","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:790,364..791,693(-)","PvP01_02_v2:790364..791693(-)","PvP01_02_v2","5","0","352","1059","40696","5.15","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0218300","PVP01_0218300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1191","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:793,472..794,938(-)","PvP01_02_v2:793472..794938(-)","PvP01_02_v2","0","0","396","1191","44987","5.35","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0218400","PVP01_0218400.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1131","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:796,885..798,411(-)","PvP01_02_v2:796885..798411(-)","PvP01_02_v2","0","0","376","1131","41036","7.07","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0219400","PVP01_0219400.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1422","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:845,706..847,531(-)","PvP01_02_v2:845706..847531(-)","PvP01_02_v2","0","0","473","1422","56147","8.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0219500","PVP01_0219500.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1173","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:849,422..850,884(-)","PvP01_02_v2:849422..850884(-)","PvP01_02_v2","41","1","390","1173","44588","6.31","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0219600","PVP01_0219600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1080","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:853,730..855,071(-)","PvP01_02_v2:853730..855071(-)","PvP01_02_v2","45","3","359","1080","42073","5.69","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0219700","PVP01_0219700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1068","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:857,908..859,215(-)","PvP01_02_v2:857908..859215(-)","PvP01_02_v2","0","0","355","1068","41327","5.49","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0219800","PVP01_0219800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1368","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:864,948..866,564(-)","PvP01_02_v2:864948..866564(-)","PvP01_02_v2","1","12","455","1368","53617","6.92","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0219900","PVP01_0219900.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","657","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:868,513..869,621(-)","PvP01_02_v2:868513..869621(-)","PvP01_02_v2","1","12","218","657","26327","7.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0220000","PVP01_0220000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1593","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:872,511..874,319(-)","PvP01_02_v2:872511..874319(-)","PvP01_02_v2","8","2","530","1593","57679","8.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0220100","PVP01_0220100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1341","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:876,984..878,588(+)","PvP01_02_v2:876984..878588(+)","PvP01_02_v2","0","2","446","1341","50221","9.46","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0220200","PVP01_0220200.1","2","2","1","1","N/A","forward","protein coding gene","No","844","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:880,748..881,729(+)","PvP01_02_v2:880748..881728(+)","PvP01_02_v2","0","2","281","843","31523","9.63","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0220600","PVP01_0220600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1374","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:896,976..898,602(-)","PvP01_02_v2:896976..898602(-)","PvP01_02_v2","3","1","457","1374","53254","5.85","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0220700","PVP01_0220700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1032","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:902,662..903,991(-)","PvP01_02_v2:902662..903991(-)","PvP01_02_v2","2","4","343","1032","40027","6.71","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0220800","PVP01_0220800.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1251","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:908,166..909,870(-)","PvP01_02_v2:908166..909870(-)","PvP01_02_v2","28","7","416","1251","49199","5.44","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0220900","PVP01_0220900.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1257","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:912,464..914,098(-)","PvP01_02_v2:912464..914098(-)","PvP01_02_v2","28","7","418","1257","49385","4.68","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221000","PVP01_0221000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","957","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:917,414..918,638(-)","PvP01_02_v2:917414..918638(-)","PvP01_02_v2","3","21","318","957","37131","4.87","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221100","PVP01_0221100.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1098","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:921,645..922,971(-)","PvP01_02_v2:921645..922971(-)","PvP01_02_v2","0","9","365","1098","42899","6","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221200","PVP01_0221200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1224","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:926,891..928,368(-)","PvP01_02_v2:926891..928368(-)","PvP01_02_v2","10","2","407","1224","46526","6.26","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221300","PVP01_0221300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1029","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:933,554..934,855(-)","PvP01_02_v2:933554..934855(-)","PvP01_02_v2","0","1","342","1029","40034","6.05","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221400","PVP01_0221400.1","4","4","1","789","N/A","reverse","pseudogene","Yes","951","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","2","PvP01_02_v2:938,288..939,340(-)","PvP01_02_v2:939178..939340(-)","PvP01_02_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221500","PVP01_0221500.1","1","1","1","N/A","N/A","reverse","pseudogene","Yes","162","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","2","PvP01_02_v2:942,126..942,287(-)","PvP01_02_v2:942126..942287(-)","PvP01_02_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221600","PVP01_0221600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1350","No","N/A","N/A","PIR protein","PIR protein","2","PvP01_02_v2:942,999..944,593(-)","PvP01_02_v2:942999..944593(-)","PvP01_02_v2","2","0","449","1350","51656","7.49","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221700","PVP01_0221700.1","4","4","1","N/A","N/A","reverse","pseudogene","Yes","822","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","2","PvP01_02_v2:947,816..948,902(-)","PvP01_02_v2:947816..948902(-)","PvP01_02_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0221800","PVP01_0221800.1","4","4","1","924","N/A","reverse","pseudogene","Yes","1092","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","2","PvP01_02_v2:952,013..953,393(-)","PvP01_02_v2:953061..953393(-)","PvP01_02_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0300200","PVP01_0300200.1","3","3","1","812","507","forward","protein coding gene","No","2339","No","N/A","N/A","PIR protein","PIR protein","3","PvP01_03_v2:11,133..13,734(+)","PvP01_03_v2:11640..12922(+)","PvP01_03_v2","6","3","339","1020","39789","7.62","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0300300","PVP01_0300300.1","2","2","1","N/A","N/A","forward","protein coding gene","No","1548","No","N/A","N/A","PIR protein","PIR protein","3","PvP01_03_v2:16,583..18,226(+)","PvP01_03_v2:16583..18226(+)","PvP01_03_v2","8","0","515","1548","58574","6.86","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0300400","PVP01_0300400.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1818","No","N/A","N/A","PIR protein","PIR protein","3","PvP01_03_v2:21,471..23,685(-)","PvP01_03_v2:21471..23685(-)","PvP01_03_v2","37","4","605","1818","72695","8.02","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0300500","PVP01_0300500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","804","No","N/A","N/A","PIR protein","PIR protein","3","PvP01_03_v2:29,884..30,935(+)","PvP01_03_v2:29884..30935(+)","PvP01_03_v2","2","0","267","804","31670","6.47","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0301100","PVP01_0301100.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1401","No","N/A","N/A","PIR protein","PIR protein","3","PvP01_03_v2:66,767..68,612(+)","PvP01_03_v2:66767..68612(+)","PvP01_03_v2","2","13","466","1401","55386","8.39","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0301200","PVP01_0301200.1","3","3","1","378","N/A","forward","pseudogene","Yes","864","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","3","PvP01_03_v2:70,162..71,267(+)","PvP01_03_v2:70162..70769(+)","PvP01_03_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0301300","PVP01_0301300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1659","No","N/A","N/A","PIR protein","PIR protein","3","PvP01_03_v2:73,821..75,744(-)","PvP01_03_v2:73821..75744(-)","PvP01_03_v2","10","2","552","1659","64044","8.48","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0301400","PVP01_0301400.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2571","No","N/A","N/A","PIR protein","PIR protein","3","PvP01_03_v2:77,003..80,192(-)","PvP01_03_v2:77003..80192(-)","PvP01_03_v2","6","1","856","2571","101987","8.22","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400100","PVP01_0400100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1083","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:1,812..3,130(+)","PvP01_04_v2:1812..3130(+)","PvP01_04_v2","0","9","360","1083","42315","5.16","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400200","PVP01_0400200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","951","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:6,181..7,399(+)","PvP01_04_v2:6181..7399(+)","PvP01_04_v2","3","21","316","951","36865","5.07","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400300","PVP01_0400300.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1233","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:10,529..12,137(+)","PvP01_04_v2:10529..12137(+)","PvP01_04_v2","0","0","410","1233","47970","4.75","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400400","PVP01_0400400.1","3","3","1","N/A","N/A","forward","protein coding gene","No","885","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:14,486..15,625(+)","PvP01_04_v2:14486..15625(+)","PvP01_04_v2","0","2","294","885","34981","6.97","IPR036186","Serpin superfamily","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","SSF56574","Serpin superfamily","N/A","N/A","N/A"
"PVP01_0400500","PVP01_0400500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1320","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:18,980..20,550(+)","PvP01_04_v2:18980..20550(+)","PvP01_04_v2","3","1","439","1320","51875","6.86","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400600","PVP01_0400600.1","2","2","1","N/A","N/A","forward","protein coding gene","No","1002","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:22,854..23,977(+)","PvP01_04_v2:22854..23977(+)","PvP01_04_v2","103","17","333","1002","38189","6.06","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400700","PVP01_0400700.1","3","3","1","378","N/A","forward","pseudogene","Yes","1134","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","4","PvP01_04_v2:26,318..27,745(+)","PvP01_04_v2:26318..27245(+)","PvP01_04_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400800","PVP01_0400800.1","3","3","1","N/A","N/A","forward","protein coding gene","No","948","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:31,244..32,495(+)","PvP01_04_v2:31244..32495(+)","PvP01_04_v2","1","0","315","948","36713","6.62","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0400900","PVP01_0400900.1","3","3","1","N/A","N/A","forward","protein coding gene","No","906","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:34,718..35,884(+)","PvP01_04_v2:34718..35884(+)","PvP01_04_v2","6","3","301","906","35439","8.61","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0401700","PVP01_0401700.1","3","3","1","N/A","N/A","forward","protein coding gene","No","984","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:67,281..68,523(+)","PvP01_04_v2:67281..68523(+)","PvP01_04_v2","2","3","327","984","38847","8.23","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0401800","PVP01_0401800.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","900","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:70,057..71,189(-)","PvP01_04_v2:70057..71189(-)","PvP01_04_v2","19","11","299","900","34710","8","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0401900","PVP01_0401900.1","3","3","1","N/A","N/A","forward","protein coding gene","No","660","No","N/A","N/A","PIR protein","PIR protein","4","PvP01_04_v2:74,395..75,311(+)","PvP01_04_v2:74395..75311(+)","PvP01_04_v2","0","0","219","660","24495","5.11","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_0402000","PVP01_0402000.1","3","3","1","261","N/A","forward","pseudogene","Yes","864","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","4","PvP01_04_v2:77,155..78,274(+)","PvP01_04_v2:77155..77894(+)","PvP01_04_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
