"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length"
"PCHAS_1124000","PCHAS_1124000.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:845,120..846,961(+)","poly(A) polymerase PAP, putative","no","PAP","PCHAS_1124000","Previous IDs: PC000470.00.0;PCAS_112400;PCHAS_112400","poly(A) polymerase PAP, putative","11","PCHAS_11_v3:845120..846961(+)","PCHAS_11_v3","44","OG6_100691","0","1","1","1","null","null","forward","protein coding","No","1842"
"PCHAS_1124100","PCHAS_1124100.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:847,646..847,936(-)","conserved protein, unknown function","no","null","PCHAS_1124100","Previous IDs: PC302412.00.0;PCAS_112410;PCHAS_112410","conserved protein, unknown function","11","PCHAS_11_v3:847646..847936(-)","PCHAS_11_v3","44","OG6_139421","0","1","1","1","null","null","reverse","protein coding","No","291"
"PCHAS_1124200","PCHAS_1124200.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:849,548..850,682(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1124200","Previous IDs: PCHAS_112420","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:849548..850682(+)","PCHAS_11_v3","38","OG6_533558","0","2","2","1","null","null","forward","protein coding","No","966"
"PCHAS_1124300","PCHAS_1124300.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:851,640..856,115(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1124300","Previous IDs: PC300443.00.0;PC301390.00.0;PC301427.00.0;PCAS_112430;PCHAS_112430","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:851640..856115(-)","PCHAS_11_v3","25","OG6_532407","0","1","1","1","null","null","reverse","protein coding","No","4476"
"PCHAS_1124400","PCHAS_1124400.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:857,257..859,584(+)","oxidoreductase, putative","no","null","PCHAS_1124400","Previous IDs: PC000488.01.0;PC000660.04.0;PC302525.00.0;PCAS_112440;PCHAS_112440","oxidoreductase, putative","11","PCHAS_11_v3:857257..859584(+)","PCHAS_11_v3","44","OG6_100091","0","9","9","1","null","null","forward","protein coding","No","1158"
"PCHAS_1124500","PCHAS_1124500.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:859,666..860,817(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1124500","Previous IDs: PC000487.01.0;PC301650.00.0;PCAS_112450;PCHAS_112450","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:859666..860817(-)","PCHAS_11_v3","44","OG6_533496","0","1","1","1","null","null","reverse","protein coding","No","1152"
"PCHAS_1124600","PCHAS_1124600.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:862,029..864,211(-)","3-oxoacyl-acyl-carrier protein synthase, putative","no","FabB/FabF","PCHAS_1124600","Previous IDs: PC000253.04.0;PC000911.01.0;PCAS_112460;PCHAS_112460","3-oxoacyl-acyl-carrier protein synthase, putative","11","PCHAS_11_v3:862029..864211(-)","PCHAS_11_v3","44","OG6_100752","0","3","3","1","null","null","reverse","protein coding","No","1425"
"PCHAS_1124700","PCHAS_1124700.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:866,370..868,892(+)","CRAL/TRIO domain-containing protein, putative","no","null","PCHAS_1124700","Previous IDs: PC300143.00.0;PCAS_112470;PCHAS_112470","CRAL/TRIO domain-containing protein, putative","11","PCHAS_11_v3:866370..868892(+)","PCHAS_11_v3","88","OG6_111807","1","1","1","1","null","null","forward","protein coding","No","2523"
"PCHAS_1124800","PCHAS_1124800.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:870,211..872,925(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1124800","Previous IDs: PC300289.00.0;PCAS_112480;PCHAS_112480","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:870211..872925(+)","PCHAS_11_v3","44","OG6_103263","0","1","1","1","null","null","forward","protein coding","No","2715"
"PCHAS_1124900","PCHAS_1124900.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:873,201..873,638(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1124900","Previous IDs: PCHAS_112490","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:873201..873638(-)","PCHAS_11_v3","44","OG6_532501","0","1","1","1","null","null","reverse","protein coding","No","438"
"PCHAS_1125000","PCHAS_1125000.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:874,414..875,520(+)","ATPase, putative","no","null","PCHAS_1125000","Previous IDs: PC000381.04.0;PCAS_112500;PCHAS_112500","ATPase, putative","11","PCHAS_11_v3:874414..875520(+)","PCHAS_11_v3","44","OG6_102232","0","1","1","1","null","null","forward","protein coding","No","1107"
"PCHAS_1125100","PCHAS_1125100.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:878,217..880,441(+)","pyruvate kinase, putative","no","null","PCHAS_1125100","Previous IDs: PC000611.02.0;PCAS_112510;PCHAS_112510","pyruvate kinase, putative","11","PCHAS_11_v3:878217..880441(+)","PCHAS_11_v3","44","OG6_100258","0","3","3","1","null","null","forward","protein coding","No","1536"
"PCHAS_1125200","PCHAS_1125200.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:881,900..883,018(+)","mitochondrial ribosomal protein L46 precursor, putative","no","null","PCHAS_1125200","Previous IDs: PC001125.02.0;PC300773.00.0;PCAS_112520;PCHAS_112520","mitochondrial ribosomal protein L46 precursor, putative","11","PCHAS_11_v3:881900..883018(+)","PCHAS_11_v3","44","OG6_103062","0","1","1","1","null","null","forward","protein coding","No","1119"
"PCHAS_1125300","PCHAS_1125300.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:883,490..883,825(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1125300","Previous IDs: PC001126.02.0;PCAS_112530;PCHAS_112530","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:883490..883825(-)","PCHAS_11_v3","43","OG6_105653","0","1","1","1","null","null","reverse","protein coding","No","336"
"PCHAS_1125400","PCHAS_1125400.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:886,115..891,490(+)","ankyrin-repeat protein, putative","no","null","PCHAS_1125400","Previous IDs: PC000487.03.0;PC300056.00.0;PC301558.00.0;PC302634.00.0;PC404008.00.0;PCAS_112540;PCHAS_112540","ankyrin-repeat protein, putative","11","PCHAS_11_v3:886115..891490(+)","PCHAS_11_v3","44","OG6_119345","0","1","1","1","null","null","forward","protein coding","No","5376"
"PCHAS_1125500","PCHAS_1125500.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:892,417..893,820(-)","E3 ubiquitin-protein ligase RNF5, putative","no","RNF5","PCHAS_1125500","Previous IDs: PC000488.03.0;PC106472.00.0;PC300484.00.0;PCAS_112550;PCHAS_112550","E3 ubiquitin-protein ligase RNF5, putative","11","PCHAS_11_v3:892417..893820(-)","PCHAS_11_v3","44","OG6_102074","0","1","1","1","null","null","reverse","protein coding","No","1404"
"PCHAS_1125600","PCHAS_1125600.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:895,512..896,057(-)","mitochondrial import inner membrane translocase subunit TIM22, putative","no","TIM22","PCHAS_1125600","Previous IDs: PC000761.04.0;PC401581.00.0;PCAS_112560;PCHAS_112560","mitochondrial import inner membrane translocase subunit TIM22, putative","11","PCHAS_11_v3:895512..896057(-)","PCHAS_11_v3","44","OG6_102845","0","1","1","1","null","null","reverse","protein coding","No","546"
"PCHAS_1125700","PCHAS_1125700.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:896,845..897,908(-)","protein DJ-1, putative","no","DJ1","PCHAS_1125700","Previous IDs: PC000446.00.0;PCAS_112570;PCHAS_112570","protein DJ-1, putative","11","PCHAS_11_v3:896845..897908(-)","PCHAS_11_v3","44","OG6_101257","0","3","3","1","null","null","reverse","protein coding","No","570"
"PCHAS_1125800","PCHAS_1125800.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:898,904..900,025(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1125800","Previous IDs: PC000447.00.0;PCAS_112580;PCHAS_112580","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:898904..900025(+)","PCHAS_11_v3","12","OG6r1_102332","0","1","1","1","null","null","forward","protein coding","No","1122"
"PCHAS_1125900","PCHAS_1125900.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:903,242..906,745(+)","transportin, putative","no","null","PCHAS_1125900","Previous IDs: PC000325.02.0;PCAS_112590;PCHAS_112590","transportin, putative","11","PCHAS_11_v3:903242..906745(+)","PCHAS_11_v3","44","OG6_101362","0","1","1","1","null","null","forward","protein coding","No","3504"
"PCHAS_1126000","PCHAS_1126000.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:908,825..911,539(-)","acetyl-CoA synthetase, putative","no","ACS","PCHAS_1126000","Previous IDs: PC000791.00.0;PC302436.00.0;PC405353.00.0;PCAS_112600;PCHAS_112600","acetyl-CoA synthetase, putative","11","PCHAS_11_v3:908825..911539(-)","PCHAS_11_v3","44","OG6_100430","0","1","1","1","null","null","reverse","protein coding","No","2715"
"PCHAS_1126100","PCHAS_1126100.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:913,220..914,357(+)","ribonuclease P protein subunit p29, putative","no","POP4","PCHAS_1126100","Previous IDs: PC000015.00.0;PCAS_112610;PCHAS_112610","ribonuclease P protein subunit p29, putative","11","PCHAS_11_v3:913220..914357(+)","PCHAS_11_v3","44","OG6_101654","0","3","3","1","null","null","forward","protein coding","No","867"
"PCHAS_1126200","PCHAS_1126200.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:915,188..915,706(+)","6-pyruvoyltetrahydropterin synthase, putative","no","null","PCHAS_1126200","Previous IDs: PC000014.00.0;PCAS_112620;PCHAS_112620","6-pyruvoyltetrahydropterin synthase, putative","11","PCHAS_11_v3:915188..915706(+)","PCHAS_11_v3","43","OG6_101657","0","1","1","1","null","null","forward","protein coding","No","519"
"PCHAS_1126300","PCHAS_1126300.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:916,071..942,422(-)","HECT-domain (ubiquitin-transferase), putative","no","null","PCHAS_1126300","Previous IDs: PC000016.00.0;PC100568.00.0;PC100569.00.0;PC100987.00.0;PC101262.00.0;PC102482.00.0;PC102645.00.0;PC105035.00.0;PC106050.00.0;PC107103.00.0;PC108585.00.0;PC400402.00.0;PC400527.00.0;PC401386.00.0;PC401796.00.0;PC404874.00.0;PCAS_112630;PCHAS_112630","HECT-domain (ubiquitin-transferase), putative","11","PCHAS_11_v3:916071..942422(-)","PCHAS_11_v3","46","OG6_126864","0","1","1","1","null","null","reverse","protein coding","No","26352"
"PCHAS_1126400","PCHAS_1126400.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:946,819..954,546(+)","eukaryotic translation initiation factor 2-alpha kinase, putative","no","PK4","PCHAS_1126400","Previous IDs: PC000410.02.0;PC000522.01.0;PC300598.00.0;PC301586.00.0;PCAS_112640;PCHAS_112640","eukaryotic translation initiation factor 2-alpha kinase, putative","11","PCHAS_11_v3:946819..954546(+)","PCHAS_11_v3","40","OG6_132980","0","1","1","1","null","null","forward","protein coding","No","7728"
"PCHAS_1126500","PCHAS_1126500.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:955,693..958,146(-)","choline/ethanolaminephosphotransferase, putative","no","CEPT","PCHAS_1126500","Previous IDs: PC000578.03.0;PC300191.00.0;PC404665.00.0;PCAS_112650;PCHAS_112650","choline/ethanolaminephosphotransferase, putative","11","PCHAS_11_v3:955693..958146(-)","PCHAS_11_v3","45","OG6_100740","0","12","12","1","null","null","reverse","protein coding","No","1173"
"PCHAS_1126600","PCHAS_1126600.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:960,171..962,374(+)","protease, putative","no","null","PCHAS_1126600","Previous IDs: PC108582.00.0;PCAS_112660;PCHAS_112660","protease, putative","11","PCHAS_11_v3:960171..962374(+)","PCHAS_11_v3","44","OG6_168022","0","8","8","1","null","null","forward","protein coding","No","990"
"PCHAS_1126700","PCHAS_1126700.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:962,676..963,584(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1126700","Previous IDs: PC000152.02.0;PCAS_112670;PCHAS_112670","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:962676..963584(-)","PCHAS_11_v3","44","OG6_532959","0","1","1","1","null","null","reverse","protein coding","No","909"
"PCHAS_1126800","PCHAS_1126800.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:964,373..966,083(-)","DNA methyltransferase 1-associated protein 1, putative","no","null","PCHAS_1126800","Previous IDs: PC103557.00.0;PCAS_112680;PCHAS_112680","DNA methyltransferase 1-associated protein 1, putative","11","PCHAS_11_v3:964373..966083(-)","PCHAS_11_v3","44","OG6_102680","0","5","5","1","null","null","reverse","protein coding","No","1158"
"PCHAS_1126900","PCHAS_1126900.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:966,981..968,654(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1126900","Previous IDs: PC000495.04.0;PCAS_112690;PCHAS_112690","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:966981..968654(+)","PCHAS_11_v3","37","OG6_533482","0","1","1","1","null","null","forward","protein coding","No","1674"
"PCHAS_1127000","PCHAS_1127000.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:969,165..971,276(-)","glutamyl-tRNA(Gln) amidotransferase subunit B, putative","no","GATB","PCHAS_1127000","Previous IDs: PC000003.04.0;PCAS_112700;PCHAS_112700","glutamyl-tRNA(Gln) amidotransferase subunit B, putative","11","PCHAS_11_v3:969165..971276(-)","PCHAS_11_v3","44","OG6_101213","0","1","1","1","null","null","reverse","protein coding","No","2112"
"PCHAS_1127100","PCHAS_1127100.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:972,804..973,682(-)","glucosamine 6-phosphate N-acetyltransferase, putative","no","GNA1","PCHAS_1127100","Previous IDs: PC000071.01.0;PCAS_112710;PCHAS_112710","glucosamine 6-phosphate N-acetyltransferase, putative","11","PCHAS_11_v3:972804..973682(-)","PCHAS_11_v3","43","OG6_129014","0","1","1","1","null","null","reverse","protein coding","No","879"
"PCHAS_1127200","PCHAS_1127200.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:974,312..976,327(-)","nicotinate phosphoribosyltransferase, putative","no","NAPRT","PCHAS_1127200","Previous IDs: PC000101.03.0;PC000187.03.0;PCAS_112720;PCHAS_112720","nicotinate phosphoribosyltransferase, putative","11","PCHAS_11_v3:974312..976327(-)","PCHAS_11_v3","44","OG6_102036","0","1","1","1","null","null","reverse","protein coding","No","2016"
"PCHAS_1127300","PCHAS_1127300.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:977,811..978,950(-)","DnaJ protein, putative","no","null","PCHAS_1127300","Previous IDs: PC301848.00.0;PCAS_112730;PCHAS_112730","DnaJ protein, putative","11","PCHAS_11_v3:977811..978950(-)","PCHAS_11_v3","44","OG6_105220","0","1","1","1","null","null","reverse","protein coding","No","1140"
"PCHAS_1127400","PCHAS_1127400.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:980,670..984,810(+)","RAP protein, putative","no","null","PCHAS_1127400","Previous IDs: PC000105.04.0;PC000523.00.0;PC000650.03.0;PCAS_112740;PCHAS_112740","RAP protein, putative","11","PCHAS_11_v3:980670..984810(+)","PCHAS_11_v3","4","OG6r1_113136","0","3","3","1","null","null","forward","protein coding","No","3858"
"PCHAS_1127500","PCHAS_1127500.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:985,180..985,608(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1127500","Previous IDs: PC000651.03.0;PCAS_112750;PCHAS_112750","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:985180..985608(-)","PCHAS_11_v3","3","OG6r1_118695","0","1","1","1","null","null","reverse","protein coding","No","429"
"PCHAS_1127600","PCHAS_1127600.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:987,277..989,496(+)","phospholipase, putative","no","PL","PCHAS_1127600","Previous IDs: PC000649.03.0;PCAS_112760;PCHAS_112760","phospholipase, putative","11","PCHAS_11_v3:987277..989496(+)","PCHAS_11_v3","44","OG6_101376","0","1","1","1","null","null","forward","protein coding","No","2220"
"PCHAS_1127700","PCHAS_1127700.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:992,186..993,718(+)","polyadenylate-binding protein 3, putative","no","PABP3","PCHAS_1127700","Previous IDs: PC301509.00.0;PCAS_112770;PCHAS_112770","polyadenylate-binding protein 3, putative","11","PCHAS_11_v3:992186..993718(+)","PCHAS_11_v3","44","OG6_102296","0","1","1","1","null","null","forward","protein coding","No","1533"
"PCHAS_1127800","PCHAS_1127800.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:994,944..996,881(-)","amino acid transporter AAT1, putative","no","AAT1","PCHAS_1127800","Previous IDs: PC000309.00.0;PC301120.00.0;PCAS_112780;PCHAS_112780","amino acid transporter AAT1, putative","11","PCHAS_11_v3:994944..996881(-)","PCHAS_11_v3","44","OG6_124658","0","2","2","1","null","null","reverse","protein coding","No","1854"
"PCHAS_1127900","PCHAS_1127900.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:998,152..998,998(+)","RNA-binding protein, putative","no","null","PCHAS_1127900","Previous IDs: PCHAS_112790","RNA-binding protein, putative","11","PCHAS_11_v3:998152..998998(+)","PCHAS_11_v3","44","OG6_533114","0","2","2","1","null","null","forward","protein coding","No","726"
"PCHAS_1128000","PCHAS_1128000.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,001,044..1,019,441(+)","SET domain protein, putative","no","null","PCHAS_1128000","Previous IDs: PC000209.05.0;PC000817.03.0;PC000938.02.0;PC001243.02.0;PC105213.00.0;PC107044.00.0;PC300317.00.0;PC300418.00.0;PC300716.00.0;PCAS_112800;PCHAS_112800","SET domain protein, putative","11","PCHAS_11_v3:1001044..1019441(+)","PCHAS_11_v3","12","OG6_104912","0","6","6","1","null","null","forward","protein coding","No","17859"
"PCHAS_1128100","PCHAS_1128100.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,020,064..1,023,345(-)","cullin-like protein, putative","no","null","PCHAS_1128100","Previous IDs: PC000588.04.0;PC000818.03.0;PCAS_112810;PCHAS_112810","cullin-like protein, putative","11","PCHAS_11_v3:1020064..1023345(-)","PCHAS_11_v3","41","OG6_166165","0","2","2","1","null","null","reverse","protein coding","No","2931"
"PCHAS_1128200","PCHAS_1128200.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,025,334..1,026,520(+)","phosphatidylinositol/phosphatidylcholine transfer protein, putative","no","null","PCHAS_1128200","Previous IDs: PC301340.00.0;PCAS_112820;PCHAS_112820","phosphatidylinositol/phosphatidylcholine transfer protein, putative","11","PCHAS_11_v3:1025334..1026520(+)","PCHAS_11_v3","44","OG6_100867","0","3","3","1","null","null","forward","protein coding","No","933"
"PCHAS_1128300","PCHAS_1128300.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,026,865..1,028,721(-)","CPW-WPC family protein","no","null","PCHAS_1128300","Previous IDs: PC301341.00.0;PCAS_112830;PCHAS_112830","CPW-WPC family protein","11","PCHAS_11_v3:1026865..1028721(-)","PCHAS_11_v3","44","OG6_139424","0","10","10","1","null","null","reverse","protein coding","No","840"
"PCHAS_1128400","PCHAS_1128400.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,029,992..1,031,809(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1128400","Previous IDs: PC000379.01.0;PC107055.00.0;PCAS_112840;PCHAS_112840","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:1029992..1031809(-)","PCHAS_11_v3","135","OG6_100915","2","1","1","1","null","null","reverse","protein coding","No","1818"
"PCHAS_1128500","PCHAS_1128500.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,033,553..1,034,444(+)","secreted ookinete protein, putative","no","PSOP6","PCHAS_1128500","Previous IDs: PC001148.02.0;PCAS_112850;PCHAS_112850","secreted ookinete protein, putative","11","PCHAS_11_v3:1033553..1034444(+)","PCHAS_11_v3","43","OG6_130603","0","5","5","1","null","null","forward","protein coding","No","405"
"PCHAS_1128600","PCHAS_1128600.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,034,993..1,043,831(-)","DNA polymerase epsilon catalytic subunit A, putative","no","null","PCHAS_1128600","Previous IDs: PC000045.03.0;PC000242.05.0;PC000380.01.0;PC000621.00.0;PC000801.04.0;PC300986.00.0;PC302172.00.0;PCAS_112860;PCHAS_112860","DNA polymerase epsilon catalytic subunit A, putative","11","PCHAS_11_v3:1034993..1043831(-)","PCHAS_11_v3","45","OG6_101586","0","4","4","1","null","null","reverse","protein coding","No","8463"
"PCHAS_1128700","PCHAS_1128700.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,045,901..1,047,082(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1128700","Previous IDs: PC401900.00.0;PCAS_112870;PCHAS_112870","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:1045901..1047082(-)","PCHAS_11_v3","43","OG6_533286","0","1","1","1","null","null","reverse","protein coding","No","1182"
"PCHAS_1128800","PCHAS_1128800.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,049,267..1,050,715(+)","ribosome biogenesis protein YTM1, putative","no","YTM1","PCHAS_1128800","Previous IDs: PCHAS_112880","ribosome biogenesis protein YTM1, putative","11","PCHAS_11_v3:1049267..1050715(+)","PCHAS_11_v3","45","OG6_102659","0","1","1","1","null","null","forward","protein coding","No","1449"
"PCHAS_1128900","PCHAS_1128900.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,052,246..1,054,940(+)","conserved protein, unknown function","no","null","PCHAS_1128900","Previous IDs: PC000152.01.0;PC000571.00.0;PCAS_112890;PCHAS_112890","conserved protein, unknown function","11","PCHAS_11_v3:1052246..1054940(+)","PCHAS_11_v3","44","OG6_104448","0","2","2","1","null","null","forward","protein coding","No","2451"
"PCHAS_1129000","PCHAS_1129000.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,056,285..1,058,252(+)","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative","no","null","PCHAS_1129000","Previous IDs: PC000570.00.0;PCAS_112900;PCHAS_112900","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative","11","PCHAS_11_v3:1056285..1058252(+)","PCHAS_11_v3","44","OG6_100216","0","1","1","1","null","null","forward","protein coding","No","1968"
"PCHAS_1129100","PCHAS_1129100.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,059,353..1,061,676(+)","TPH domain-containing protein, putative","no","null","PCHAS_1129100","Previous IDs: PC001235.02.0;PCAS_112910;PCHAS_112910","TPH domain-containing protein, putative","11","PCHAS_11_v3:1059353..1061676(+)","PCHAS_11_v3","43","OG6_532898","0","11","11","1","null","null","forward","protein coding","No","1146"
"PCHAS_1129200","PCHAS_1129200.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,061,981..1,063,898(-)","ATP-dependent RNA helicase HAS1, putative","no","HAS1","PCHAS_1129200","Previous IDs: PC001233.02.0;PCAS_112920;PCHAS_112920","ATP-dependent RNA helicase HAS1, putative","11","PCHAS_11_v3:1061981..1063898(-)","PCHAS_11_v3","43","OG6_102072","0","2","2","1","null","null","reverse","protein coding","No","1740"
"PCHAS_1129300","PCHAS_1129300.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,066,158..1,067,000(+)","tetratricopeptide repeat protein, putative","no","null","PCHAS_1129300","Previous IDs: PC001234.02.0;PCAS_112930;PCHAS_112930","tetratricopeptide repeat protein, putative","11","PCHAS_11_v3:1066158..1067000(+)","PCHAS_11_v3","62","OG6_116571","0","1","1","1","null","null","forward","protein coding","No","843"
"PCHAS_1129400","PCHAS_1129400.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,067,675..1,073,291(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_1129400","Previous IDs: PC000859.02.0;PC001236.02.0;PC100244.00.0;PC300904.00.0;PC301656.00.0;PC405197.00.0;PCAS_112940;PCHAS_112940","conserved Plasmodium protein, unknown function","11","PCHAS_11_v3:1067675..1073291(-)","PCHAS_11_v3","14","OG6_117982","0","2","2","1","null","null","reverse","protein coding","No","5430"
"PCHAS_1129500","PCHAS_1129500.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,074,339..1,077,218(+)","Ran-binding protein, putative","no","null","PCHAS_1129500","Previous IDs: PC000860.02.0;PC106391.00.0;PCAS_112950;PCHAS_112950","Ran-binding protein, putative","11","PCHAS_11_v3:1074339..1077218(+)","PCHAS_11_v3","40","OG6_156376","0","1","1","1","null","null","forward","protein coding","No","2880"
"PCHAS_1129600","PCHAS_1129600.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,078,192..1,079,175(+)","RNA polymerase II transcription factor B subunit 4, putative","no","TFB4","PCHAS_1129600","Previous IDs: PC000487.02.0;PCAS_112960;PCHAS_112960","RNA polymerase II transcription factor B subunit 4, putative","11","PCHAS_11_v3:1078192..1079175(+)","PCHAS_11_v3","44","OG6_103072","0","1","1","1","null","null","forward","protein coding","No","984"
"PCHAS_1129700","PCHAS_1129700.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,080,170..1,081,134(-)","ER lumen protein retaining receptor, putative","no","ERD2","PCHAS_1129700","Previous IDs: PC000489.02.0;PCAS_112970;PCHAS_112970","ER lumen protein retaining receptor, putative","11","PCHAS_11_v3:1080170..1081134(-)","PCHAS_11_v3","45","OG6_101087","0","3","3","1","null","null","reverse","protein coding","No","666"
"PCHAS_1129800","PCHAS_1129800.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,083,602..1,084,108(+)","reactive oxygen species modulator 1, putative","no","ROMO1","PCHAS_1129800","Previous IDs: PC000490.02.0;PC302537.00.0;PCAS_112980;PCHAS_112980","reactive oxygen species modulator 1, putative","11","PCHAS_11_v3:1083602..1084108(+)","PCHAS_11_v3","45","OG6_132459","0","1","1","1","null","null","forward","protein coding","No","507"
"PCHAS_1129900","PCHAS_1129900.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,084,734..1,085,569(-)","proteasome subunit alpha type-4, putative","no","null","PCHAS_1129900","Previous IDs: PC000488.02.0;PC302536.00.0;PCAS_112990;PCHAS_112990","proteasome subunit alpha type-4, putative","11","PCHAS_11_v3:1084734..1085569(-)","PCHAS_11_v3","45","OG6_101968","0","2","2","1","null","null","reverse","protein coding","No","741"
"PCHAS_1130000","PCHAS_1130000.1","Plasmodium chabaudi chabaudi","PCHAS_11_v3:1,087,011..1,088,051(+)","proteasome subunit alpha type-7, putative","no","null","PCHAS_1130000","Previous IDs: PC000491.02.0;PC300354.00.0;PCAS_113000;PCHAS_113000","proteasome subunit alpha type-7, putative","11","PCHAS_11_v3:1087011..1088051(+)","PCHAS_11_v3","45","OG6_101207","0","4","4","1","null","null","forward","protein coding","No","726"
